event_id;simID;index;Zone Air CO2 Concentration;Zone Mean Air Temperature;Zone Air Relative Humidity;Occupancy;Ventilation;BinaryOccupancy;Datetime;maxOccupants;_volume;presence_shift;event_start;presence_analysis;start_time;end_time;start_co2;end_co2;measurement_decay_constant
0;54;172;499.71;18.0;34.93;0.0;0.0;0;11/04  02:53:00;1.0;63.07;0;0;Ignore;;;;;
0;54;173;499.69;18.0;34.94;0.0;0.0;0;11/04  02:54:00;1.0;63.07;0;0;Ignore;;;;;
0;54;174;499.68;18.0;34.95;0.0;0.0;0;11/04  02:55:00;1.0;63.07;0;0;Ignore;;;;;
0;54;175;499.66;18.0;34.96;0.0;0.0;0;11/04  02:56:00;1.0;63.07;0;0;Ignore;;;;;
0;54;176;499.64;18.0;34.97;0.0;0.0;0;11/04  02:57:00;1.0;63.07;0;0;Ignore;;;;;
0;54;177;499.63;18.0;34.98;0.0;0.0;0;11/04  02:58:00;1.0;63.07;0;0;Ignore;;;;;
0;54;178;499.61;18.0;34.99;0.0;0.0;0;11/04  02:59:00;1.0;63.07;0;0;Ignore;;;;;
0;54;179;499.6;18.0;35.0;0.0;0.0;0;11/04  03:00:00;1.0;63.07;0;0;Ignore;;;;;
0;54;180;499.58;18.0;35.01;0.0;0.0;0;11/04  03:01:00;1.0;63.07;0;0;Ignore;;;;;
0;54;181;499.57;18.0;35.02;0.0;0.0;0;11/04  03:02:00;1.0;63.07;0;0;Ignore;;;;;
0;54;182;499.55;18.0;35.03;0.0;0.0;0;11/04  03:03:00;1.0;63.07;0;0;Ignore;;;;;
0;54;183;499.54;18.0;35.04;0.0;0.0;0;11/04  03:04:00;1.0;63.07;0;0;Ignore;;;;;
0;54;184;499.52;18.0;35.05;0.0;0.0;0;11/04  03:05:00;1.0;63.07;0;0;Ignore;;;;;
0;54;185;499.51;18.0;35.06;0.0;0.0;0;11/04  03:06:00;1.0;63.07;0;0;Ignore;;;;;
0;54;186;499.49;18.0;35.07;0.0;0.0;0;11/04  03:07:00;1.0;63.07;0;0;Ignore;;;;;
0;54;187;499.48;18.0;35.07;0.0;0.0;0;11/04  03:08:00;1.0;63.07;0;0;Ignore;;;;;
0;54;188;499.46;18.0;35.08;0.0;0.0;0;11/04  03:09:00;1.0;63.07;0;0;Ignore;;;;;
0;54;189;499.45;18.0;35.09;0.0;0.0;0;11/04  03:10:00;1.0;63.07;0;0;Ignore;;;;;
0;54;190;499.44;18.0;35.1;0.0;0.0;0;11/04  03:11:00;1.0;63.07;0;0;Ignore;;;;;
0;54;191;499.42;18.0;35.1;0.0;0.0;0;11/04  03:12:00;1.0;63.07;0;0;Ignore;;;;;
0;54;192;499.41;18.0;35.11;0.0;0.0;0;11/04  03:13:00;1.0;63.07;0;0;Ignore;;;;;
0;54;193;499.39;18.0;35.12;0.0;0.0;0;11/04  03:14:00;1.0;63.07;0;0;Ignore;;;;;
0;54;194;499.38;18.0;35.13;0.0;0.0;0;11/04  03:15:00;1.0;63.07;0;0;Ignore;;;;;
0;54;195;499.37;18.0;35.13;0.0;0.0;0;11/04  03:16:00;1.0;63.07;0;0;Ignore;;;;;
0;54;196;499.36;18.0;35.14;0.0;0.0;0;11/04  03:17:00;1.0;63.07;0;0;Ignore;;;;;
0;54;197;499.34;18.0;35.15;0.0;0.0;0;11/04  03:18:00;1.0;63.07;0;0;Ignore;;;;;
0;54;198;499.33;18.0;35.15;0.0;0.0;0;11/04  03:19:00;1.0;63.07;0;0;Ignore;;;;;
0;54;199;499.32;18.0;35.16;0.0;0.0;0;11/04  03:20:00;1.0;63.07;0;0;Ignore;;;;;
0;54;200;499.3;18.0;35.16;0.0;0.0;0;11/04  03:21:00;1.0;63.07;0;0;Ignore;;;;;
0;54;201;499.29;18.0;35.17;0.0;0.0;0;11/04  03:22:00;1.0;63.07;0;0;Ignore;;;;;
0;54;202;499.28;18.0;35.17;0.0;0.0;0;11/04  03:23:00;1.0;63.07;0;0;Ignore;;;;;
0;54;203;499.27;18.0;35.18;0.0;0.0;0;11/04  03:24:00;1.0;63.07;0;0;Ignore;;;;;
0;54;204;499.25;18.0;35.18;0.0;0.0;0;11/04  03:25:00;1.0;63.07;0;0;Ignore;;;;;
0;54;205;499.24;18.0;35.19;0.0;0.0;0;11/04  03:26:00;1.0;63.07;0;0;Ignore;;;;;
0;54;206;499.23;18.0;35.19;0.0;0.0;0;11/04  03:27:00;1.0;63.07;0;0;Ignore;;;;;
0;54;207;499.22;18.0;35.2;0.0;0.0;0;11/04  03:28:00;1.0;63.07;0;0;Ignore;;;;;
0;54;208;499.21;18.0;35.2;0.0;0.0;0;11/04  03:29:00;1.0;63.07;0;0;Ignore;;;;;
0;54;209;499.19;18.0;35.21;0.0;0.0;0;11/04  03:30:00;1.0;63.07;0;0;Ignore;;;;;
0;54;210;499.18;18.0;35.21;0.0;0.0;0;11/04  03:31:00;1.0;63.07;0;0;Ignore;;;;;
0;54;211;499.17;18.0;35.22;0.0;0.0;0;11/04  03:32:00;1.0;63.07;0;0;Ignore;;;;;
0;54;212;499.16;18.0;35.22;0.0;0.0;0;11/04  03:33:00;1.0;63.07;0;0;Ignore;;;;;
0;54;213;499.15;18.0;35.22;0.0;0.0;0;11/04  03:34:00;1.0;63.07;0;0;Ignore;;;;;
0;54;214;499.14;18.0;35.23;0.0;0.0;0;11/04  03:35:00;1.0;63.07;0;0;Ignore;;;;;
0;54;215;499.13;18.0;35.23;0.0;0.0;0;11/04  03:36:00;1.0;63.07;0;0;Ignore;;;;;
0;54;216;499.12;18.0;35.23;0.0;0.0;0;11/04  03:37:00;1.0;63.07;0;0;Ignore;;;;;
0;54;217;499.11;18.0;35.24;0.0;0.0;0;11/04  03:38:00;1.0;63.07;0;0;Ignore;;;;;
0;54;218;499.1;18.0;35.24;0.0;0.0;0;11/04  03:39:00;1.0;63.07;0;0;Ignore;;;;;
0;54;219;499.08;18.0;35.24;0.0;0.0;0;11/04  03:40:00;1.0;63.07;0;0;Ignore;;;;;
