temperature,humidity,ventilation rate,volume,CO2_variance,features,scaledFeatures,prediction
23.11,36.37,0.25,65.0,1360.854450000004,"[2.31100000e+01 3.63700000e+01 2.50000000e-01 6.50000000e+01
 1.36085445e+03]",[-0.94724285 -2.17876521  0.          0.         -0.28504558],2
23.11,38.32,0.25,65.0,1.548799999999984,[23.11   38.32    0.25   65.      1.5488],[-0.94724285 -1.67254465  0.          0.         -0.35498826],2
23.11,38.41,0.25,65.0,0.43244999999990064,[23.11    38.41     0.25    65.       0.43245],[-0.94724285 -1.64918062  0.          0.         -0.3550457 ],2
23.11,39.73,0.25,65.0,11370.319999999992,[2.311000e+01 3.973000e+01 2.500000e-01 6.500000e+01 1.137032e+04],[-0.94724285 -1.30650824  0.          0.          0.22998852],2
23.11,40.47,0.25,65.0,0.006050000000007753,[2.311e+01 4.047e+01 2.500e-01 6.500e+01 6.050e-03],[-0.94724285 -1.11440403  0.          0.         -0.35506764],2
23.11,40.55,0.25,65.0,0.014450000000002705,[2.311e+01 4.055e+01 2.500e-01 6.500e+01 1.445e-02],[-0.94724285 -1.093636    0.          0.         -0.3550672 ],2
23.11,40.57,0.25,65.0,43099.89623333336,"[2.31100000e+01 4.05700000e+01 2.50000000e-01 6.50000000e+01
 4.30998962e+04]",[-0.94724285 -1.088444    0.          0.          1.86262454],2
23.11,40.61,0.25,65.0,200.2000499999998,[ 23.11     40.61      0.25     65.      200.20005],[-0.94724285 -1.07805998  0.          0.         -0.34476671],2
23.11,40.69,0.25,65.0,11.616933333333504,[23.11       40.69        0.25       65.         11.61693333],[-0.94724285 -1.05729196  0.          0.         -0.3544702 ],2
23.11,40.72,0.25,65.0,0.6825000000000674,[23.11   40.72    0.25   65.      0.6825],[-0.94724285 -1.04950395  0.          0.         -0.35503283],2
23.11,40.73,0.25,65.0,2.2981000000002485,[23.11   40.73    0.25   65.      2.2981],[-0.94724285 -1.04690795  0.          0.         -0.3549497 ],2
23.11,41.0,0.25,65.0,300.125,[2.31100e+01 4.10000e+01 2.50000e-01 6.50000e+01 3.00125e+02],[-0.94724285 -0.97681587  0.          0.         -0.3396251 ],2
23.11,41.11,0.25,65.0,81.6642000000011,[23.11   41.11    0.25   65.     81.6642],[-0.94724285 -0.94825984  0.          0.         -0.35086594],2
23.11,41.58,0.25,65.0,187.98605000000416,[ 23.11     41.58      0.25     65.      187.98605],[-0.94724285 -0.8262477   0.          0.         -0.34539518],2
23.11,41.63,0.25,65.0,0.21779999999997898,[23.11   41.63    0.25   65.      0.2178],[-0.94724285 -0.81326769  0.          0.         -0.35505674],2
23.11,41.89,0.25,65.0,0.06845000000008582,[23.11    41.89     0.25    65.       0.06845],[-0.94724285 -0.74577162  0.          0.         -0.35506443],2
23.11,41.95,0.25,65.0,5.216450000000059,[23.11    41.95     0.25    65.       5.21645],[-0.94724285 -0.7301956   0.          0.         -0.35479954],2
23.11,41.96,0.25,65.0,4.560199999999945,[23.11   41.96    0.25   65.      4.5602],[-0.94724285 -0.7275996   0.          0.         -0.3548333 ],2
23.11,43.47,0.25,65.0,75.76805000000142,[23.11    43.47     0.25    65.      75.76805],[-0.94724285 -0.33560316  0.          0.         -0.35116933],2
23.11,43.75,0.25,65.0,7017.57045000001,"[2.31100000e+01 4.37500000e+01 2.50000000e-01 6.50000000e+01
 7.01757045e+03]",[-0.94724285 -0.26291508  0.          0.          0.00601908],0
23.11,43.86,0.25,65.0,3.6992000000000744,[23.11   43.86    0.25   65.      3.6992],[-0.94724285 -0.23435905  0.          0.         -0.35487761],0
23.11,43.88,0.25,65.0,115.07503333333399,[ 23.11        43.88         0.25        65.         115.07503333],[-0.94724285 -0.22916704  0.          0.         -0.3491468 ],0
23.11,43.89,0.25,65.0,60.06079999999977,[23.11   43.89    0.25   65.     60.0608],[-0.94724285 -0.22657104  0.          0.         -0.35197754],0
23.11,43.95,0.25,65.0,9.99045000000063,[23.11    43.95     0.25    65.       9.99045],[-0.94724285 -0.21099502  0.          0.         -0.35455389],0
23.11,44.51,0.25,65.0,1243.5084499999946,"[2.31100000e+01 4.45100000e+01 2.50000000e-01 6.50000000e+01
 1.24350845e+03]",[-0.94724285 -0.06561886  0.          0.         -0.29108359],0
23.11,44.55,0.25,65.0,4006.020049999989,"[2.31100000e+01 4.45500000e+01 2.50000000e-01 6.50000000e+01
 4.00602005e+03]",[-0.94724285 -0.05523485  0.          0.         -0.14893936],0
23.11,44.91,0.25,65.0,613.9007999999988,[2.311000e+01 4.491000e+01 2.500000e-01 6.500000e+01 6.139008e+02],[-0.94724285  0.03822126  0.          0.         -0.32347986],0
23.11,44.93,0.25,65.0,457.0054333333304,"[2.31100000e+01 4.49300000e+01 2.50000000e-01 6.50000000e+01
 4.57005433e+02]",[-0.94724285  0.04341326  0.          0.         -0.33155287],0
23.11,44.95,0.25,65.0,765.2110916666647,"[2.31100000e+01 4.49500000e+01 2.50000000e-01 6.50000000e+01
 7.65211092e+02]",[-0.94724285  0.04860527  0.          0.         -0.31569424],0
23.11,44.98,0.25,65.0,7379.91004999998,"[2.31100000e+01 4.49800000e+01 2.50000000e-01 6.50000000e+01
 7.37991005e+03]",[-0.94724285  0.05639328  0.          0.          0.02466315],0
23.11,44.99,0.25,65.0,457.8469000000009,[2.311000e+01 4.499000e+01 2.500000e-01 6.500000e+01 4.578469e+02],[-0.94724285  0.05898928  0.          0.         -0.33150957],0
23.11,45.0,0.25,65.0,597.7819666666677,"[2.31100000e+01 4.50000000e+01 2.50000000e-01 6.50000000e+01
 5.97781967e+02]",[-0.94724285  0.06158528  0.          0.         -0.32430925],0
23.11,45.01,0.25,65.0,29150.22433000002,"[2.31100000e+01 4.50100000e+01 2.50000000e-01 6.50000000e+01
 2.91502243e+04]",[-0.94724285  0.06418129  0.          0.          1.14484828],0
23.11,45.04,0.25,65.0,2206.8716333333437,"[2.31100000e+01 4.50400000e+01 2.50000000e-01 6.50000000e+01
 2.20687163e+03]",[-0.94724285  0.07196929  0.          0.         -0.24151402],0
23.11,45.05,0.25,65.0,3307.428033333347,"[2.31100000e+01 4.50500000e+01 2.50000000e-01 6.50000000e+01
 3.30742803e+03]",[-0.94724285  0.0745653   0.          0.         -0.18488521],0
23.11,45.06,0.25,65.0,327.93605000000326,[2.3110000e+01 4.5060000e+01 2.5000000e-01 6.5000000e+01 3.2793605e+02],[-0.94724285  0.0771613   0.          0.         -0.3381941 ],0
23.11,45.07,0.25,65.0,1674.0255300000097,"[2.31100000e+01 4.50700000e+01 2.50000000e-01 6.50000000e+01
 1.67402553e+03]",[-0.94724285  0.0797573   0.          0.         -0.26893146],0
23.11,45.09,0.25,65.0,1862.160733333344,"[2.31100000e+01 4.50900000e+01 2.50000000e-01 6.50000000e+01
 1.86216073e+03]",[-0.94724285  0.08494931  0.          0.         -0.25925102],0
23.11,45.11,0.25,65.0,9.636050000000939,[23.11    45.11     0.25    65.       9.63605],[-0.94724285  0.09014131  0.          0.         -0.35457213],0
23.11,45.13,0.25,65.0,1847.1042000000052,[2.3110000e+01 4.5130000e+01 2.5000000e-01 6.5000000e+01 1.8471042e+03],[-0.94724285  0.09533332  0.          0.         -0.26002574],0
23.11,45.22,0.25,65.0,3.07570000000017,[23.11   45.22    0.25   65.      3.0757],[-0.94724285  0.11869735  0.          0.         -0.35490969],0
23.11,45.24,0.25,65.0,150.87469999999846,[ 23.11    45.24     0.25    65.     150.8747],[-0.94724285  0.12388935  0.          0.         -0.34730473],0
23.11,45.29,0.25,65.0,0.026450000000004182,[2.311e+01 4.529e+01 2.500e-01 6.500e+01 2.645e-02],[-0.94724285  0.13686937  0.          0.         -0.35506659],0
23.11,45.31,0.25,65.0,9560.67919999998,[2.3110000e+01 4.5310000e+01 2.5000000e-01 6.5000000e+01 9.5606792e+03],[-0.94724285  0.14206137  0.          0.          0.13687399],0
23.11,45.32,0.25,65.0,4.176049999999961,[23.11    45.32     0.25    65.       4.17605],[-0.94724285  0.14465737  0.          0.         -0.35485307],0
23.11,45.34,0.25,65.0,3.8088000000006024,[23.11   45.34    0.25   65.      3.8088],[-0.94724285  0.14984938  0.          0.         -0.35487197],0
23.11,45.35,0.25,65.0,85.80499999999881,[23.11  45.35   0.25  65.    85.805],[-0.94724285  0.15244538  0.          0.         -0.35065288],0
23.11,45.36,0.25,65.0,19.844999999998997,[23.11  45.36   0.25  65.    19.845],[-0.94724285  0.15504139  0.          0.         -0.35404683],0
23.11,45.53,0.25,65.0,4378.608200000004,[2.3110000e+01 4.5530000e+01 2.5000000e-01 6.5000000e+01 4.3786082e+03],[-0.94724285  0.19917344  0.          0.         -0.12976795],0
23.11,45.72,0.25,65.0,27643.058450000026,"[2.31100000e+01 4.57200000e+01 2.50000000e-01 6.50000000e+01
 2.76430585e+04]",[-0.94724285  0.24849749  0.          0.          1.0672975 ],0
23.11,45.79,0.25,65.0,61022.71124999997,"[2.31100000e+01 4.57900000e+01 2.50000000e-01 6.50000000e+01
 6.10227112e+04]",[-0.94724285  0.26666951  0.          0.          2.78483772],3
23.11,45.8,0.25,65.0,18.727199999999332,[23.11   45.8     0.25   65.     18.7272],[-0.94724285  0.26926551  0.          0.         -0.35410435],0
23.11,45.83,0.25,65.0,7107.896450000002,"[2.31100000e+01 4.58300000e+01 2.50000000e-01 6.50000000e+01
 7.10789645e+03]",[-0.94724285  0.27705352  0.          0.          0.01066677],0
23.11,45.87,0.25,65.0,14542.83003333334,[2.311000e+01 4.587000e+01 2.500000e-01 6.500000e+01 1.454283e+04],[-0.94724285  0.28743753  0.          0.          0.3932291 ],0
23.11,45.89,0.25,65.0,19997.387366666673,"[2.31100000e+01 4.58900000e+01 2.50000000e-01 6.50000000e+01
 1.99973874e+04]",[-0.94724285  0.29262954  0.          0.          0.67389174],0
23.11,45.97,0.25,65.0,19349.37919999996,"[2.31100000e+01 4.59700000e+01 2.50000000e-01 6.50000000e+01
 1.93493792e+04]",[-0.94724285  0.31339756  0.          0.          0.64054867],0
23.11,45.98,0.25,65.0,861.125,[2.31100e+01 4.59800e+01 2.50000e-01 6.50000e+01 8.61125e+02],[-0.94724285  0.31599357  0.          0.         -0.31075901],0
23.11,46.16,0.25,65.0,10627.061433333321,"[2.31100000e+01 4.61600000e+01 2.50000000e-01 6.50000000e+01
 1.06270614e+04]",[-0.94724285  0.36272162  0.          0.          0.19174437],0
23.11,46.19,0.25,65.0,3251.40479999999,[2.3110000e+01 4.6190000e+01 2.5000000e-01 6.5000000e+01 3.2514048e+03],[-0.94724285  0.37050963  0.          0.         -0.18776787],0
23.11,46.45,0.25,65.0,94708.22419999997,"[2.31100000e+01 4.64500000e+01 2.50000000e-01 6.50000000e+01
 9.47082242e+04]",[-0.94724285  0.4380057   0.          0.          4.51811589],3
23.11,46.64,0.25,65.0,2485.8300500000073,"[2.31100000e+01 4.66400000e+01 2.50000000e-01 6.50000000e+01
 2.48583005e+03]",[-0.94724285  0.48732976  0.          0.         -0.22716029],0
23.11,46.66,0.25,65.0,3736.5058333333295,"[2.31100000e+01 4.66600000e+01 2.50000000e-01 6.50000000e+01
 3.73650583e+03]",[-0.94724285  0.49252176  0.          0.         -0.16280714],0
23.11,47.05,0.25,65.0,17.11124999999947,[23.11    47.05     0.25    65.      17.11125],[-0.94724285  0.59376587  0.          0.         -0.35418749],0
23.11,47.06,0.25,65.0,2816.2512500000134,"[2.31100000e+01 4.70600000e+01 2.50000000e-01 6.50000000e+01
 2.81625125e+03]",[-0.94724285  0.59636188  0.          0.         -0.21015857],0
23.11,47.16,0.25,65.0,8056.897599999997,[2.3110000e+01 4.7160000e+01 2.5000000e-01 6.5000000e+01 8.0568976e+03],[-0.94724285  0.62232191  0.          0.          0.05949735],0
23.11,47.17,0.25,65.0,444.4772333333374,"[2.31100000e+01 4.71700000e+01 2.50000000e-01 6.50000000e+01
 4.44477233e+02]",[-0.94724285  0.62491791  0.          0.         -0.3321975 ],0
23.11,47.22,0.25,65.0,4256.330700000017,[2.3110000e+01 4.7220000e+01 2.5000000e-01 6.5000000e+01 4.2563307e+03],[-0.94724285  0.63789792  0.          0.         -0.1360597 ],0
23.11,47.23,0.25,65.0,1221.5710333333377,"[2.31100000e+01 4.72300000e+01 2.50000000e-01 6.50000000e+01
 1.22157103e+03]",[-0.94724285  0.64049393  0.          0.         -0.29221237],0
23.11,47.24,0.25,65.0,3953.3832000000066,[2.3110000e+01 4.7240000e+01 2.5000000e-01 6.5000000e+01 3.9533832e+03],[-0.94724285  0.64308993  0.          0.         -0.15164778],0
23.11,47.26,0.25,65.0,3638.045000000006,[2.311000e+01 4.726000e+01 2.500000e-01 6.500000e+01 3.638045e+03],[-0.94724285  0.64828194  0.          0.         -0.16787341],0
23.11,47.31,0.25,65.0,976.1576333333317,"[2.31100000e+01 4.73100000e+01 2.50000000e-01 6.50000000e+01
 9.76157633e+02]",[-0.94724285  0.66126195  0.          0.         -0.30484004],0
23.11,48.21,0.25,65.0,0.1669333333333283,[23.11       48.21        0.25       65.          0.16693333],[-0.94724285  0.89490221  0.          0.         -0.35505936],0
23.11,48.33,0.25,65.0,2.6133583333336206,[23.11       48.33        0.25       65.          2.61335833],[-0.94724285  0.92605424  0.          0.         -0.35493348],0
23.11,48.35,0.25,65.0,1.7613000000000312,[23.11   48.35    0.25   65.      1.7613],[-0.94724285  0.93124625  0.          0.         -0.35497732],0
23.11,48.36,0.25,65.0,1.1488249999997666,[23.11     48.36      0.25     65.        1.148825],[-0.94724285  0.93384225  0.          0.         -0.35500884],0
23.11,48.37,0.25,65.0,6.956450000000068,[23.11    48.37     0.25    65.       6.95645],[-0.94724285  0.93643826  0.          0.         -0.35471001],0
23.11,48.39,0.25,65.0,3.8784333333330743,[23.11       48.39        0.25       65.          3.87843333],[-0.94724285  0.94163026  0.          0.         -0.35486838],0
23.11,48.57,0.25,65.0,19339.54444999998,"[2.31100000e+01 4.85700000e+01 2.50000000e-01 6.50000000e+01
 1.93395444e+04]",[-0.94724285  0.98835831  0.          0.          0.64004263],0
23.11,48.58,0.25,65.0,0.6384500000000591,[23.11    48.58     0.25    65.       0.63845],[-0.94724285  0.99095432  0.          0.         -0.3550351 ],0
23.11,48.61,0.25,65.0,12411.418900000017,"[2.31100000e+01 4.86100000e+01 2.50000000e-01 6.50000000e+01
 1.24114189e+04]",[-0.94724285  0.99874232  0.          0.          0.28355796],0
23.11,48.64,0.25,65.0,0.011250000000013643,[2.311e+01 4.864e+01 2.500e-01 6.500e+01 1.125e-02],[-0.94724285  1.00653033  0.          0.         -0.35506737],0
23.11,48.65,0.25,65.0,131.11943333333232,[ 23.11        48.65         0.25        65.         131.11943333],[-0.94724285  1.00912634  0.          0.         -0.34832124],0
23.11,48.77,0.25,65.0,19.971200000000316,[23.11   48.77    0.25   65.     19.9712],[-0.94724285  1.04027837  0.          0.         -0.35404034],0
23.11,48.82,0.25,65.0,30.953433333333372,[23.11       48.82        0.25       65.         30.95343333],[-0.94724285  1.05325839  0.          0.         -0.35347525],0
23.11,48.83,0.25,65.0,37.0110999999991,[23.11   48.83    0.25   65.     37.0111],[-0.94724285  1.05585439  0.          0.         -0.35316355],0
23.11,48.85,0.25,65.0,137.655491666666,[ 23.11        48.85         0.25        65.         137.65549167],[-0.94724285  1.06104639  0.          0.         -0.34798493],0
23.11,49.02,0.25,65.0,3869.3604499999924,"[2.31100000e+01 4.90200000e+01 2.50000000e-01 6.50000000e+01
 3.86936045e+03]",[-0.94724285  1.10517844  0.          0.         -0.15597114],0
23.11,49.17,0.25,65.0,400.0505333333311,"[2.31100000e+01 4.91700000e+01 2.50000000e-01 6.50000000e+01
 4.00050533e+02]",[-0.94724285  1.14411849  0.          0.         -0.33448347],0
23.11,49.19,0.25,65.0,584.1361999999983,[2.311000e+01 4.919000e+01 2.500000e-01 6.500000e+01 5.841362e+02],[-0.94724285  1.14931049  0.          0.         -0.32501139],0
23.11,49.39,0.25,65.0,194.43920000000278,[ 23.11    49.39     0.25    65.     194.4392],[-0.94724285  1.20123055  0.          0.         -0.34506314],0
23.11,49.4,0.25,65.0,158.209600000001,[ 23.11    49.4      0.25    65.     158.2096],[-0.94724285  1.20382655  0.          0.         -0.34692732],0
23.11,49.42,0.25,65.0,18.666050000000777,[23.11    49.42     0.25    65.      18.66605],[-0.94724285  1.20901856  0.          0.         -0.35410749],0
23.11,49.43,0.25,65.0,51.58656666666719,[23.11       49.43        0.25       65.         51.58656667],[-0.94724285  1.21161456  0.          0.         -0.35241358],0
23.11,49.45,0.25,65.0,71.22982499999978,[23.11     49.45      0.25     65.       71.229825],[-0.94724285  1.21680657  0.          0.         -0.35140284],0
23.11,49.48,0.25,65.0,4.176049999999961,[23.11    49.48     0.25    65.       4.17605],[-0.94724285  1.22459458  0.          0.         -0.35485307],0
23.11,49.58,0.25,65.0,31337.33843333331,"[2.31100000e+01 4.95800000e+01 2.50000000e-01 6.50000000e+01
 3.13373384e+04]",[-0.94724285  1.2505546   0.          0.          1.25738559],0
23.11,49.59,0.25,65.0,20.43918666666634,[23.11       49.59        0.25       65.         20.43918667],[-0.94724285  1.25315061  0.          0.         -0.35401626],0
23.11,49.61,0.25,65.0,2.8329333333333144,[23.11       49.61        0.25       65.          2.83293333],[-0.94724285  1.25834261  0.          0.         -0.35492218],0
23.11,49.62,0.25,65.0,5.268899999999398,[23.11   49.62    0.25   65.      5.2689],[-0.94724285  1.26093862  0.          0.         -0.35479684],0
23.11,49.63,0.25,65.0,19.405130000000554,[23.11    49.63     0.25    65.      19.40513],[-0.94724285  1.26353462  0.          0.         -0.35406946],0
23.11,49.64,0.25,65.0,32.78129166666607,[23.11       49.64        0.25       65.         32.78129167],[-0.94724285  1.26613062  0.          0.         -0.3533812 ],0
23.11,49.71,0.25,65.0,46347.94580000001,"[2.31100000e+01 4.97100000e+01 2.50000000e-01 6.50000000e+01
 4.63479458e+04]",[-0.94724285  1.28430264  0.          0.          2.02975198],0
23.11,49.76,0.25,65.0,2.4420500000000804,[23.11    49.76     0.25    65.       2.44205],[-0.94724285  1.29728266  0.          0.         -0.35494229],0
23.11,49.8,0.25,65.0,15.125,[23.11  49.8    0.25  65.    15.125],[-0.94724285  1.30766667  0.          0.         -0.3542897 ],0
23.11,49.95,0.25,65.0,0.33619999999985456,[23.11   49.95    0.25   65.      0.3362],[-0.94724285  1.34660671  0.          0.         -0.35505065],0
23.11,50.7,0.25,65.0,0.23805000000003765,[23.11    50.7      0.25    65.       0.23805],[-0.94724285  1.54130693  0.          0.         -0.3550557 ],0
23.11,50.73,0.25,65.0,8900.44820000001,[2.3110000e+01 5.0730000e+01 2.5000000e-01 6.5000000e+01 8.9004482e+03],[-0.94724285  1.54909494  0.          0.          0.102902  ],0
23.11,50.74,0.25,65.0,4.321799999999158,[23.11   50.74    0.25   65.      4.3218],[-0.94724285  1.55169094  0.          0.         -0.35484557],0
23.11,50.76,0.25,65.0,50.447466666665235,[23.11       50.76        0.25       65.         50.44746667],[-0.94724285  1.55688295  0.          0.         -0.35247219],0
23.11,50.78,0.25,65.0,68.07380000000111,[23.11   50.78    0.25   65.     68.0738],[-0.94724285  1.56207495  0.          0.         -0.35156523],0
23.11,50.79,0.25,65.0,6.090050000000429,[23.11    50.79     0.25    65.       6.09005],[-0.94724285  1.56467095  0.          0.         -0.35475459],0
23.11,50.8,0.25,65.0,6.530533333333105,[23.11       50.8         0.25       65.          6.53053333],[-0.94724285  1.56726696  0.          0.         -0.35473192],0
23.11,50.81,0.25,65.0,97.50249999999724,[23.11   50.81    0.25   65.     97.5025],[-0.94724285  1.56986296  0.          0.         -0.35005099],0
23.11,50.85,0.25,65.0,0.012799999999976717,[2.311e+01 5.085e+01 2.500e-01 6.500e+01 1.280e-02],[-0.94724285  1.58024697  0.          0.         -0.35506729],0
23.11,50.86,0.25,65.0,215.0729333333325,[ 23.11        50.86         0.25        65.         215.07293333],[-0.94724285  1.58284297  0.          0.         -0.34400143],0
23.11,50.89,0.25,65.0,882.3188666666692,"[2.31100000e+01 5.08900000e+01 2.50000000e-01 6.50000000e+01
 8.82318867e+02]",[-0.94724285  1.59063098  0.          0.         -0.30966849],0
23.11,50.9,0.25,65.0,0.49004999999989646,[23.11    50.9      0.25    65.       0.49005],[-0.94724285  1.59322699  0.          0.         -0.35504273],0
23.11,50.91,0.25,65.0,2.808449999999741,[23.11    50.91     0.25    65.       2.80845],[-0.94724285  1.59582299  0.          0.         -0.35492344],0
23.11,50.92,0.25,65.0,1970.6642000000054,[2.3110000e+01 5.0920000e+01 2.5000000e-01 6.5000000e+01 1.9706642e+03],[-0.94724285  1.59841899  0.          0.         -0.253668  ],0
23.11,50.93,0.25,65.0,1347.743233333334,"[2.31100000e+01 5.09300000e+01 2.50000000e-01 6.50000000e+01
 1.34774323e+03]",[-0.94724285  1.60101499  0.          0.         -0.28572022],0
23.11,50.95,0.25,65.0,1473.1026333333325,"[2.31100000e+01 5.09500000e+01 2.50000000e-01 6.50000000e+01
 1.47310263e+03]",[-0.94724285  1.606207    0.          0.         -0.27926989],0
23.11,50.96,0.25,65.0,463.6416333333351,"[2.31100000e+01 5.09600000e+01 2.50000000e-01 6.50000000e+01
 4.63641633e+02]",[-0.94724285  1.608803    0.          0.         -0.3312114 ],0
23.11,50.97,0.25,65.0,578.4784333333321,"[2.31100000e+01 5.09700000e+01 2.50000000e-01 6.50000000e+01
 5.78478433e+02]",[-0.94724285  1.61139901  0.          0.         -0.32530251],0
23.11,50.98,0.25,65.0,227.0542333333322,[ 23.11        50.98         0.25        65.         227.05423333],[-0.94724285  1.61399501  0.          0.         -0.34338494],0
23.11,51.02,0.25,65.0,0.11045000000006626,[23.11    51.02     0.25    65.       0.11045],[-0.94724285  1.62437902  0.          0.         -0.35506226],0
23.13,33.8,0.25,65.0,0.41405000000002273,[23.13    33.8      0.25    65.       0.41405],[-0.90381455 -2.84593795  0.          0.         -0.35504664],2
23.13,33.86,0.25,65.0,8.736200000000267,[23.13   33.86    0.25   65.      8.7362],[-0.90381455 -2.83036193  0.          0.         -0.35461843],2
23.13,35.7,0.25,65.0,571.8961999999979,[2.313000e+01 3.570000e+01 2.500000e-01 6.500000e+01 5.718962e+02],[-0.90381455 -2.3526974   0.          0.         -0.3256412 ],2
23.13,35.71,0.25,65.0,3614.2001999999984,[2.3130000e+01 3.5710000e+01 2.5000000e-01 6.5000000e+01 3.6142002e+03],[-0.90381455 -2.3501014   0.          0.         -0.16910034],2
23.13,35.87,0.25,65.0,2.3112500000001956,[23.13    35.87     0.25    65.       2.31125],[-0.90381455 -2.30856535  0.          0.         -0.35494902],2
23.13,35.96,0.25,65.0,4.32180000000016,[23.13   35.96    0.25   65.      4.3218],[-0.90381455 -2.28520133  0.          0.         -0.35484557],2
23.13,35.98,0.25,65.0,0.12005000000000446,[23.13    35.98     0.25    65.       0.12005],[-0.90381455 -2.28000932  0.          0.         -0.35506177],2
23.13,36.01,0.25,65.0,0.20479999999995488,[23.13   36.01    0.25   65.      0.2048],[-0.90381455 -2.27222131  0.          0.         -0.35505741],2
23.13,36.07,0.25,65.0,31.363200000000127,[23.13   36.07    0.25   65.     31.3632],[-0.90381455 -2.2566453   0.          0.         -0.35345416],2
23.13,36.12,0.25,65.0,608.2974000000031,[2.313000e+01 3.612000e+01 2.500000e-01 6.500000e+01 6.082974e+02],[-0.90381455 -2.24366528  0.          0.         -0.32376818],2
23.13,36.16,0.25,65.0,633.787433333331,"[2.31300000e+01 3.61600000e+01 2.50000000e-01 6.50000000e+01
 6.33787433e+02]",[-0.90381455 -2.23328127  0.          0.         -0.3224566 ],2
23.13,36.18,0.25,65.0,890.336633333334,"[2.31300000e+01 3.61800000e+01 2.50000000e-01 6.50000000e+01
 8.90336633e+02]",[-0.90381455 -2.22808926  0.          0.         -0.30925594],2
23.13,36.19,0.25,65.0,0.03379999999999764,[2.313e+01 3.619e+01 2.500e-01 6.500e+01 3.380e-02],[-0.90381455 -2.22549326  0.          0.         -0.35506621],2
23.13,39.67,0.25,65.0,0.6160500000000152,[23.13    39.67     0.25    65.       0.61605],[-0.90381455 -1.32208426  0.          0.         -0.35503625],2
23.13,40.35,0.25,65.0,0.007200000000007367,[2.313e+01 4.035e+01 2.500e-01 6.500e+01 7.200e-03],[-0.90381455 -1.14555606  0.          0.         -0.35506758],2
23.13,40.37,0.25,65.0,77.37679999999855,[23.13   40.37    0.25   65.     77.3768],[-0.90381455 -1.14036405  0.          0.         -0.35108655],2
23.13,40.63,0.25,65.0,57015.40823333333,"[2.31300000e+01 4.06300000e+01 2.50000000e-01 6.50000000e+01
 5.70154082e+04]",[-0.90381455 -1.07286798  0.          0.          2.57864312],3
23.13,40.66,0.25,65.0,4.935425000000045,[23.13     40.66      0.25     65.        4.935425],[-0.90381455 -1.06507997  0.          0.         -0.354814  ],2
23.13,40.67,0.25,65.0,64875.62205000001,"[2.31300000e+01 4.06700000e+01 2.50000000e-01 6.50000000e+01
 6.48756221e+04]",[-0.90381455 -1.06248397  0.          0.          2.98308811],3
23.13,40.68,0.25,65.0,7.106449999999931,[23.13    40.68     0.25    65.       7.10645],[-0.90381455 -1.05988796  0.          0.         -0.35470229],2
23.13,40.69,0.25,65.0,74359.10480000009,"[2.31300000e+01 4.06900000e+01 2.50000000e-01 6.50000000e+01
 7.43591048e+04]",[-0.90381455 -1.05729196  0.          0.          3.47105793],3
23.13,40.72,0.25,65.0,47013.04973333333,"[2.31300000e+01 4.07200000e+01 2.50000000e-01 6.50000000e+01
 4.70130497e+04]",[-0.90381455 -1.04950395  0.          0.          2.0639747 ],2
23.13,40.76,0.25,65.0,29.953800000000072,[23.13   40.76    0.25   65.     29.9538],[-0.90381455 -1.03911994  0.          0.         -0.35352668],2
23.13,40.77,0.25,65.0,68124.78720000002,"[2.31300000e+01 4.07700000e+01 2.50000000e-01 6.50000000e+01
 6.81247872e+04]",[-0.90381455 -1.03652394  0.          0.          3.15027295],3
23.13,40.78,0.25,65.0,9.504799999999811,[23.13   40.78    0.25   65.      9.5048],[-0.90381455 -1.03392794  0.          0.         -0.35457888],2
23.13,40.99,0.25,65.0,387.25445000000747,[2.3130000e+01 4.0990000e+01 2.5000000e-01 6.5000000e+01 3.8725445e+02],[-0.90381455 -0.97941188  0.          0.         -0.33514188],2
23.13,41.12,0.25,65.0,256.51125000000206,[2.3130000e+01 4.1120000e+01 2.5000000e-01 6.5000000e+01 2.5651125e+02],[-0.90381455 -0.94566384  0.          0.         -0.34186924],2
23.13,41.64,0.25,65.0,9.417800000000632,[23.13   41.64    0.25   65.      9.4178],[-0.90381455 -0.81067169  0.          0.         -0.35458336],2
23.13,41.74,0.25,65.0,2206.8144333333275,"[2.31300000e+01 4.17400000e+01 2.50000000e-01 6.50000000e+01
 2.20681443e+03]",[-0.90381455 -0.78471166  0.          0.         -0.24151696],2
23.13,41.85,0.25,65.0,70.52530000000105,[23.13   41.85    0.25   65.     70.5253],[-0.90381455 -0.75615563  0.          0.         -0.35143909],2
23.13,41.93,0.25,65.0,1.7298000000000253,[23.13   41.93    0.25   65.      1.7298],[-0.90381455 -0.7353876   0.          0.         -0.35497894],2
23.13,43.41,0.25,65.0,104.76343333333377,[ 23.13        43.41         0.25        65.         104.76343333],[-0.90381455 -0.35117918  0.          0.         -0.34967738],2
23.13,43.53,0.25,65.0,62.736699999999765,[23.13   43.53    0.25   65.     62.7367],[-0.90381455 -0.32002714  0.          0.         -0.35183985],2
23.13,43.55,0.25,65.0,5.216450000000059,[23.13    43.55     0.25    65.       5.21645],[-0.90381455 -0.31483514  0.          0.         -0.35479954],2
23.13,43.71,0.25,65.0,4795.5960333333405,"[2.31300000e+01 4.37100000e+01 2.50000000e-01 6.50000000e+01
 4.79559603e+03]",[-0.90381455 -0.27329909  0.          0.         -0.10831196],0
