temperature,humidity,ventilation rate,volume,CO2_variance,features,scaledFeatures,prediction
21.0,34.62,0.0,62.12,18.12019999999989,[21.     34.62    0.     62.12   18.1202],[-0.94529996 -0.44939271 -0.04311306 -0.62335145  3.90266764],2
21.0,34.69,0.0,62.12,8.862050000000153,[21.      34.69     0.      62.12     8.86205],[-0.94529996 -0.44459401 -0.04311306 -0.62335145  1.64147386],2
21.0,34.73,0.0,62.12,8.694450000000066,[21.      34.73     0.      62.12     8.69445],[-0.94529996 -0.44185189 -0.04311306 -0.62335145  1.60053954],2
21.0,34.76,0.0,62.12,14.239033333333087,[21.         34.76        0.         62.12       14.23903333],[-0.94529996 -0.43979531 -0.04311306 -0.62335145  2.95473852],2
21.0,34.83,0.0,62.12,13.165833333333019,[21.         34.83        0.         62.12       13.16583333],[-0.94529996 -0.4349966  -0.04311306 -0.62335145  2.6926221 ],2
21.0,34.9,0.0,62.12,10.492500000000225,[21.     34.9     0.     62.12   10.4925],[-0.94529996 -0.4301979  -0.04311306 -0.62335145  2.03969201],2
21.0,34.93,0.0,62.12,3.200449999999931,[21.      34.93     0.      62.12     3.20045],[-0.94529996 -0.42814132 -0.04311306 -0.62335145  0.25869493],0
21.0,34.97,0.0,62.12,18.36179999999967,[21.     34.97    0.     62.12   18.3618],[-0.94529996 -0.4253992  -0.04311306 -0.62335145  3.96167558],2
21.0,35.0,0.0,62.12,18.060049999999947,[21.      35.       0.      62.12    18.06005],[-0.94529996 -0.42334262 -0.04311306 -0.62335145  3.88797671],2
21.0,35.02,0.0,62.12,1.0512499999999836,[21.      35.02     0.      62.12     1.05125],[-0.94529996 -0.42197156 -0.04311306 -0.62335145 -0.26622178],0
21.0,35.08,0.0,62.12,0.31999999999996365,[21.   35.08  0.   62.12  0.32],[-0.94529996 -0.41785839 -0.04311306 -0.62335145 -0.44482096],0
21.0,35.1,0.0,62.12,9.82869999999982,[21.     35.1     0.     62.12    9.8287],[-0.94529996 -0.41648733 -0.04311306 -0.62335145  1.8775667 ],2
21.0,35.13,0.0,62.12,9.768133333333317,[21.         35.13        0.         62.12        9.76813333],[-0.94529996 -0.41443074 -0.04311306 -0.62335145  1.86277401],2
21.0,35.23,0.0,62.12,3.7264499999998946,[21.      35.23     0.      62.12     3.72645],[-0.94529996 -0.40757545 -0.04311306 -0.62335145  0.38716422],0
21.0,35.26,0.0,62.12,7.920200000000072,[21.     35.26    0.     62.12    7.9202],[-0.94529996 -0.40551887 -0.04311306 -0.62335145  1.41143812],2
21.0,35.31,0.0,62.12,0.832050000000173,[21.      35.31     0.      62.12     0.83205],[-0.94529996 -0.40209122 -0.04311306 -0.62335145 -0.31975879],0
21.0,35.38,0.0,62.12,16.60794095238101,[21.         35.38        0.         62.12       16.60794095],[-0.94529996 -0.39729252 -0.04311306 -0.62335145  3.53331623],2
21.0,35.69,0.0,63.07,2.4864500000000405,[21.      35.69     0.      63.07     2.48645],[-0.94529996 -0.37604113 -0.04311306 -0.48025223  0.08430887],0
21.0,35.7,0.0,73.73,12.954050000000162,[21.      35.7      0.      73.73    12.95405],[-0.94529996 -0.3753556  -0.04311306  1.12547169  2.64089652],2
21.0,35.71,0.0,63.07,2.332800000000054,[21.     35.71    0.     63.07    2.3328],[-0.94529996 -0.37467007 -0.04311306 -0.48025223  0.04678167],0
21.0,35.73,0.0,73.73,7.722449999999356,[21.      35.73     0.      73.73     7.72245],[-0.94529996 -0.37329902 -0.04311306  1.12547169  1.36314002],2
21.0,35.77,0.0,70.51,0.0025000000000011367,[2.100e+01 3.577e+01 0.000e+00 7.051e+01 2.500e-03],[-0.94529996 -0.3705569  -0.04311306  0.64044064 -0.52236658],0
21.0,35.77,0.0,73.73,6.372450000000178,[21.      35.77     0.      73.73     6.37245],[-0.94529996 -0.3705569  -0.04311306  1.12547169  1.03341846],0
21.0,35.78,0.0,70.51,0.0012500000000019895,[2.100e+01 3.578e+01 0.000e+00 7.051e+01 1.250e-03],[-0.94529996 -0.36987137 -0.04311306  0.64044064 -0.52267188],0
21.0,35.81,0.0,73.73,5.313800000000341,[21.     35.81    0.     73.73    5.3138],[-0.94529996 -0.36781479 -0.04311306  1.12547169  0.77485571],0
21.0,35.82,0.0,70.51,0.003033333333332458,"[2.10000000e+01 3.58200000e+01 0.00000000e+00 7.05100000e+01
 3.03333333e-03]",[-0.94529996 -0.36712926 -0.04311306  0.64044064 -0.52223632],0
21.0,35.84,0.0,70.51,0.003033333333331842,"[2.10000000e+01 3.58400000e+01 0.00000000e+00 7.05100000e+01
 3.03333333e-03]",[-0.94529996 -0.3657582  -0.04311306  0.64044064 -0.52223632],0
21.0,35.87,0.0,70.51,0.009930000000001604,[2.100e+01 3.587e+01 0.000e+00 7.051e+01 9.930e-03],[-0.94529996 -0.36370161 -0.04311306  0.64044064 -0.52055189],0
21.0,35.88,0.0,73.73,1.729800000000237,[21.     35.88    0.     73.73    1.7298],[-0.94529996 -0.36301609 -0.04311306  1.12547169 -0.10049396],0
21.0,35.92,0.0,62.12,0.5617999999999421,[21.     35.92    0.     62.12    0.5618],[-0.94529996 -0.36027397 -0.04311306 -0.62335145 -0.38576416],0
21.0,35.92,0.0,73.73,0.7564500000000224,[21.      35.92     0.      73.73     0.75645],[-0.94529996 -0.36027397 -0.04311306  1.12547169 -0.3382232 ],0
21.0,35.95,0.0,62.12,0.5,[21.   35.95  0.   62.12  0.5 ],[-0.94529996 -0.35821738 -0.04311306 -0.62335145 -0.40085808],0
21.0,35.96,0.0,62.12,0.47045000000013676,[21.      35.96     0.      62.12     0.47045],[-0.94529996 -0.35753186 -0.04311306 -0.62335145 -0.40807532],0
21.0,35.97,0.0,62.12,1.9536999999999842,[21.     35.97    0.     62.12    1.9537],[-0.94529996 -0.35684633 -0.04311306 -0.62335145 -0.04580903],0
21.0,35.98,0.0,62.12,0.41404999999997105,[21.      35.98     0.      62.12     0.41405],[-0.94529996 -0.3561608  -0.04311306 -0.62335145 -0.42185036],0
21.0,36.18,0.0,70.51,12.20180000000027,[21.     36.18    0.     70.51   12.2018],[-0.94529996 -0.34245022 -0.04311306  0.64044064  2.45716834],2
21.0,36.2,0.0,73.73,0.17999999999994543,[21.   36.2   0.   73.73  0.18],[-0.94529996 -0.34107917 -0.04311306  1.12547169 -0.4790143 ],0
21.0,37.6,0.0,70.51,0.03919999999999236,[2.100e+01 3.760e+01 0.000e+00 7.051e+01 3.920e-02],[-0.94529996 -0.24510514 -0.04311306  0.64044064 -0.51340304],0
21.0,37.65,0.0,70.51,0.0001999999999996362,[2.100e+01 3.765e+01 0.000e+00 7.051e+01 2.000e-04],[-0.94529996 -0.2416775  -0.04311306  0.64044064 -0.52292833],0
21.0,37.67,0.0,70.51,0.024200000000006,[2.100e+01 3.767e+01 0.000e+00 7.051e+01 2.420e-02],[-0.94529996 -0.24030644 -0.04311306  0.64044064 -0.51706661],0
21.0,38.65,0.0,70.51,0.009799999999990133,[2.100e+01 3.865e+01 0.000e+00 7.051e+01 9.800e-03],[-0.94529996 -0.17312462 -0.04311306  0.64044064 -0.52058364],0
21.0,38.69,0.0,70.51,6.697799999999676,[21.     38.69    0.     70.51    6.6978],[-0.94529996 -0.17038251 -0.04311306  0.64044064  1.11288136],0
21.0,38.8,0.0,70.51,1.278433333333344,[21.         38.8         0.         70.51        1.27843333],[-0.94529996 -0.16284169 -0.04311306  0.64044064 -0.21073494],0
21.0,38.86,0.0,70.51,0.6049999999999,[21.    38.86   0.    70.51   0.605],[-0.94529996 -0.15872852 -0.04311306  0.64044064 -0.37521307],0
21.0,38.93,0.0,70.51,0.6844500000000852,[21.      38.93     0.      70.51     0.68445],[-0.94529996 -0.15392982 -0.04311306  0.64044064 -0.35580835],0
21.0,39.0,0.0,70.51,0.33620000000008765,[21.     39.      0.     70.51    0.3362],[-0.94529996 -0.14913112 -0.04311306  0.64044064 -0.4408643 ],0
21.0,40.86,0.0,70.51,0.020000000000009094,[2.100e+01 4.086e+01 0.000e+00 7.051e+01 2.000e-02],[-0.94529996 -0.02162277 -0.04311306  0.64044064 -0.51809241],0
21.0,40.97,0.0,70.51,0.08820000000003056,[21.     40.97    0.     70.51    0.0882],[-0.94529996 -0.01408196 -0.04311306  0.64044064 -0.50143537],0
21.0,40.98,0.0,70.51,0.09245000000002737,[21.      40.98     0.      70.51     0.09245],[-0.94529996 -0.01339643 -0.04311306  0.64044064 -0.50039736],0
21.0,41.01,0.0,70.51,0.10125000000002046,[21.      41.01     0.      70.51     0.10125],[-0.94529996 -0.01133984 -0.04311306  0.64044064 -0.49824806],0
21.0,41.03,0.0,70.51,0.10579999999993829,[21.     41.03    0.     70.51    0.1058],[-0.94529996 -0.00996878 -0.04311306  0.64044064 -0.49713678],0
21.0,41.05,0.0,70.51,0.11520000000000873,[21.     41.05    0.     70.51    0.1152],[-0.94529996 -0.00859773 -0.04311306  0.64044064 -0.49484094],0
21.0,41.08,0.0,70.51,0.13004999999999536,[21.      41.08     0.      70.51     0.13005],[-0.94529996 -0.00654114 -0.04311306  0.64044064 -0.491214  ],0
21.0,41.09,0.0,70.51,0.125,[21.    41.09   0.    70.51   0.125],[-0.94529996 -0.00585561 -0.04311306  0.64044064 -0.4924474 ],0
21.0,42.02,0.0,70.51,15.456800000000328,[21.     42.02    0.     70.51   15.4568],[-0.94529996  0.05789856 -0.04311306  0.64044064  3.25216365],2
21.0,42.18,0.0,73.73,1.824049999999939,[21.      42.18     0.      73.73     1.82405],[-0.94529996  0.06886702 -0.04311306  1.12547169 -0.07747451],0
21.0,42.24,0.0,70.51,4.410450000000418,[21.      42.24     0.      70.51     4.41045],[-0.94529996  0.07298019 -0.04311306  0.64044064  0.55422314],0
21.0,42.37,0.0,70.51,18.666050000000777,[21.      42.37     0.      70.51    18.66605],[-0.94529996  0.08189207 -0.04311306  0.64044064  4.03598505],2
21.0,42.39,0.0,70.51,12.700799999999816,[21.     42.39    0.     70.51   12.7008],[-0.94529996  0.08326313 -0.04311306  0.64044064  2.5790432 ],2
21.0,42.41,0.0,70.51,7.683200000000285,[21.     42.41    0.     70.51    7.6832],[-0.94529996  0.08463418 -0.04311306  0.64044064  1.35355367],2
21.0,42.44,0.0,70.51,3.6992000000003835,[21.     42.44    0.     70.51    3.6992],[-0.94529996  0.08669077 -0.04311306  0.64044064  0.38050873],0
21.0,42.46,0.0,70.51,1.1858000000004691,[21.     42.46    0.     70.51    1.1858],[-0.94529996  0.08806183 -0.04311306  0.64044064 -0.23335953],0
21.0,42.48,0.0,70.51,0.2737999999999226,[21.     42.48    0.     70.51    0.2738],[-0.94529996  0.08943288 -0.04311306  0.64044064 -0.45610476],0
21.0,45.05,0.7,70.09,5.579999999999839,[21.   45.05  0.7  70.09  5.58],[-0.94529996  0.26561377 23.19482701  0.57717572  0.83987191],0
21.0,51.62,0.0,73.73,1.4620500000000622,[21.      51.62     0.      73.73     1.46205],[-0.94529996  0.71600615 -0.04311306  1.12547169 -0.16588873],0
21.0,52.26,0.0,73.73,1.9404499999998297,[21.      52.26     0.      73.73     1.94045],[-0.94529996  0.75987999 -0.04311306  1.12547169 -0.04904519],0
21.0,53.83,0.0,73.73,1.548799999999784,[21.     53.83    0.     73.73    1.5488],[-0.94529996  0.86750801 -0.04311306  1.12547169 -0.14470107],1
21.05,33.06,0.0,68.56,0.7080500000000649,[21.05    33.06     0.      68.56     0.70805],[-0.90802625 -0.55633519 -0.04311306  0.34671065 -0.35004433],0
21.05,36.86,0.0,58.72,1.7672000000000982,[21.05   36.86    0.     58.72    1.7672],[-0.90802625 -0.29583427 -0.04311306 -1.13549604 -0.09135945],0
21.07,36.88,0.0,58.72,1.6927999999998493,[21.07   36.88    0.     58.72    1.6928],[-0.89311677 -0.29446321 -0.04311306 -1.13549604 -0.10953077],0
21.09,27.9,0.0,58.72,0.8449999999999409,[21.09  27.9    0.    58.72   0.845],[-0.87820728 -0.91006802 -0.04311306 -1.13549604 -0.31659591],0
21.09,30.17,0.0,70.51,0.42319999999991004,[21.09   30.17    0.     70.51    0.4232],[-0.87820728 -0.754453   -0.04311306  0.64044064 -0.41961558],0
21.42,30.57,0.0,70.51,0.1677299999999857,[21.42    30.57     0.      70.51     0.16773],[-0.63220081 -0.72703185 -0.04311306  0.64044064 -0.48201111],0
21.43,30.55,0.0,70.51,0.03644999999999509,[2.143e+01 3.055e+01 0.000e+00 7.051e+01 3.645e-02],[-0.62474607 -0.72840291 -0.04311306  0.64044064 -0.51407469],0
21.43,30.56,0.0,70.51,0.03645000000001044,[2.143e+01 3.056e+01 0.000e+00 7.051e+01 3.645e-02],[-0.62474607 -0.72771738 -0.04311306  0.64044064 -0.51407469],0
21.44,30.54,0.0,70.51,0.03920000000000828,[2.144e+01 3.054e+01 0.000e+00 7.051e+01 3.920e-02],[-0.61729133 -0.72908843 -0.04311306  0.64044064 -0.51340304],0
21.45,30.53,0.0,70.51,0.08409999999998714,[21.45   30.53    0.     70.51    0.0841],[-0.60983659 -0.72977396 -0.04311306  0.64044064 -0.50243675],0
21.46,30.52,0.0,70.51,0.04204999999998945,[2.146e+01 3.052e+01 0.000e+00 7.051e+01 4.205e-02],[-0.60238184 -0.73045949 -0.04311306  0.64044064 -0.51270696],0
21.59,44.93,0.0,68.56,1.3121999999998233,[21.59   44.93    0.     68.56    1.3122],[-0.5054702   0.25738743 -0.04311306  0.34671065 -0.20248783],0
21.7,37.52,0.0,55.49,0.40499999999992836,[21.7   37.52   0.    55.49   0.405],[-0.42346805 -0.25058937 -0.04311306 -1.6220334  -0.42406071],3
21.75,50.23,0.0,72.66,1.296050000000205,[21.75    50.23     0.      72.66     1.29605],[-0.38619434  0.62071766 -0.04311306  0.96429677 -0.20643227],1
21.76,50.23,0.0,72.66,1.296050000000205,[21.76    50.23     0.      72.66     1.29605],[-0.3787396   0.62071766 -0.04311306  0.96429677 -0.20643227],1
21.78,50.23,0.0,72.66,1.2800000000000364,[21.78 50.23  0.   72.66  1.28],[-0.36383011  0.62071766 -0.04311306  0.96429677 -0.2103523 ],1
21.79,50.22,0.0,72.66,1.2640500000002313,[21.79    50.22     0.      72.66     1.26405],[-0.35637537  0.62003213 -0.04311306  0.96429677 -0.2142479 ],1
21.81,50.22,0.0,72.66,1.2640500000002313,[21.81    50.22     0.      72.66     1.26405],[-0.34146589  0.62003213 -0.04311306  0.96429677 -0.2142479 ],1
21.82,50.22,0.0,72.66,1.264049999999689,[21.82    50.22     0.      72.66     1.26405],[-0.33401115  0.62003213 -0.04311306  0.96429677 -0.2142479 ],1
21.84,50.22,0.0,72.66,1.248199999999885,[21.84   50.22    0.     72.66    1.2482],[-0.31910166  0.62003213 -0.04311306  0.96429677 -0.21811907],1
21.85,50.57,0.0,72.66,1.9208000000000713,[21.85   50.57    0.     72.66    1.9208],[-0.31164692  0.64402564 -0.04311306  0.96429677 -0.05384447],1
21.87,37.63,0.0,55.49,0.3528000000000745,[21.87   37.63    0.     55.49    0.3528],[-0.29673744 -0.24304856 -0.04311306 -1.6220334  -0.43680994],3
21.87,50.23,0.0,72.66,1.2324499999997216,[21.87    50.23     0.      72.66     1.23245],[-0.29673744  0.62071766 -0.04311306  0.96429677 -0.22196582],1
21.88,50.23,0.0,72.66,1.2324499999997216,[21.88    50.23     0.      72.66     1.23245],[-0.2892827   0.62071766 -0.04311306  0.96429677 -0.22196582],1
21.9,50.23,0.0,72.66,1.2324499999997216,[21.9     50.23     0.      72.66     1.23245],[-0.27437322  0.62071766 -0.04311306  0.96429677 -0.22196582],1
21.91,50.23,0.0,72.66,1.2168000000004469,[21.91   50.23    0.     72.66    1.2168],[-0.26691847  0.62071766 -0.04311306  0.96429677 -0.22578815],1
21.92,50.24,0.0,72.66,1.2012499999997532,[21.92    50.24     0.      72.66     1.20125],[-0.25946373  0.62140319 -0.04311306  0.96429677 -0.22958605],1
21.94,50.24,0.0,72.66,1.201250000000282,[21.94    50.24     0.      72.66     1.20125],[-0.24455425  0.62140319 -0.04311306  0.96429677 -0.22958605],1
21.95,50.25,0.0,72.66,1.185799999999944,[21.95   50.25    0.     72.66    1.1858],[-0.23709951  0.62208872 -0.04311306  0.96429677 -0.23335953],1
21.96,38.36,0.0,58.72,0.5832000000001056,[21.96   38.36    0.     58.72    0.5832],[-0.22964477 -0.19300496 -0.04311306 -1.13549604 -0.38053747],3
21.96,50.25,0.0,72.66,1.185799999999944,[21.96   50.25    0.     72.66    1.1858],[-0.22964477  0.62208872 -0.04311306  0.96429677 -0.23335953],1
21.98,47.78,0.0,72.66,2.163200000000085,[21.98   47.78    0.     72.66    2.1632],[-0.21473528  0.45276312 -0.04311306  0.96429677  0.00535887],1
21.98,50.26,0.0,72.66,1.185799999999944,[21.98   50.26    0.     72.66    1.1858],[-0.21473528  0.62277425 -0.04311306  0.96429677 -0.23335953],1
21.99,31.09,0.0,58.72,0.04204999999998945,[2.199e+01 3.109e+01 0.000e+00 5.872e+01 4.205e-02],[-0.20728054 -0.69138435 -0.04311306 -1.13549604 -0.51270696],3
21.99,38.36,0.0,58.72,0.5512499999999523,[21.99    38.36     0.      58.72     0.55125],[-0.20728054 -0.19300496 -0.04311306 -1.13549604 -0.38834088],3
22.0,38.37,0.0,58.72,4.032799999999929,[22.     38.37    0.     58.72    4.0328],[-0.1998258  -0.19231943 -0.04311306 -1.13549604  0.46198659],3
22.0,38.38,0.0,58.72,0.5407999999999622,[22.     38.38    0.     58.72    0.5408],[-0.1998258  -0.1916339  -0.04311306 -1.13549604 -0.39089316],3
22.0,50.27,0.0,72.66,1.1551999999999722,[22.     50.27    0.     72.66    1.1552],[-0.1998258   0.62345977 -0.04311306  0.96429677 -0.24083322],1
22.02,50.28,0.0,72.66,1.1551999999999722,[22.02   50.28    0.     72.66    1.1552],[-0.18491632  0.6241453  -0.04311306  0.96429677 -0.24083322],1
22.04,43.89,0.0,55.49,1.6380499999999012,[22.04    43.89     0.      55.49     1.63805],[-0.17000683  0.18609244 -0.04311306 -1.6220334  -0.12290281],3
22.04,50.29,0.0,72.66,1.1400499999998146,[22.04    50.29     0.      72.66     1.14005],[-0.17000683  0.62483083 -0.04311306  0.96429677 -0.24453343],1
22.06,50.3,0.0,72.66,1.1400499999998146,[22.06    50.3      0.      72.66     1.14005],[-0.15509735  0.62551636 -0.04311306  0.96429677 -0.24453343],1
22.07,38.31,0.0,58.72,0.5,[22.07 38.31  0.   58.72  0.5 ],[-0.14764261 -0.1964326  -0.04311306 -1.13549604 -0.40085808],3
22.07,43.91,0.0,55.49,1.7860499999998667,[22.07    43.91     0.      55.49     1.78605],[-0.14764261  0.18746349 -0.04311306 -1.6220334  -0.08675556],3
22.07,50.31,0.0,72.66,1.125,[22.07  50.31   0.    72.66   1.125],[-0.14764261  0.62620189 -0.04311306  0.96429677 -0.24820922],1
22.1,50.32,0.0,72.66,1.125,[22.1   50.32   0.    72.66   1.125],[-0.12527838  0.62688742 -0.04311306  0.96429677 -0.24820922],1
22.12,50.33,0.0,72.66,1.110049999999844,[22.12    50.33     0.      72.66     1.11005],[-0.1103689   0.62757295 -0.04311306  0.96429677 -0.25186058],1
22.13,50.33,0.0,72.66,1.110049999999844,[22.13    50.33     0.      72.66     1.11005],[-0.10291416  0.62757295 -0.04311306  0.96429677 -0.25186058],1
22.14,30.61,0.0,58.72,0.23258000000002366,[22.14    30.61     0.      58.72     0.23258],[-0.09545942 -0.72428973 -0.04311306 -1.13549604 -0.46617226],3
22.14,30.62,0.0,58.72,0.04500000000000341,[2.214e+01 3.062e+01 0.000e+00 5.872e+01 4.500e-02],[-0.09545942 -0.7236042  -0.04311306 -1.13549604 -0.51198646],3
22.14,30.64,0.0,58.72,0.04205000000000594,[2.214e+01 3.064e+01 0.000e+00 5.872e+01 4.205e-02],[-0.09545942 -0.72223315 -0.04311306 -1.13549604 -0.51270696],3
22.15,50.34,0.0,72.66,1.0952000000000268,[22.15   50.34    0.     72.66    1.0952],[-0.08800468  0.62825848 -0.04311306  0.96429677 -0.25548751],1
22.19,50.35,0.0,72.66,1.0952000000000268,[22.19   50.35    0.     72.66    1.0952],[-0.05818571  0.628944   -0.04311306  0.96429677 -0.25548751],1
22.2,39.43,0.0,55.49,1.2799999999999454,[22.2  39.43  0.   55.49  1.28],[-0.05073097 -0.11965338 -0.04311306 -1.6220334  -0.2103523 ],3
22.2,40.77,0.0,68.56,0.0007999999999985448,[2.220e+01 4.077e+01 0.000e+00 6.856e+01 8.000e-04],[-0.05073097 -0.02779253 -0.04311306  0.34671065 -0.52278179],0
22.2,50.35,0.0,72.66,1.080449999999873,[22.2     50.35     0.      72.66     1.08045],[-0.05073097  0.628944   -0.04311306  0.96429677 -0.25909003],1
22.21,40.77,0.0,68.56,0.151249999999975,[22.21    40.77     0.      68.56     0.15125],[-0.04327623 -0.02779253 -0.04311306  0.34671065 -0.48603615],0
22.22,40.78,0.0,68.56,0.10124999999991814,[22.22    40.78     0.      68.56     0.10125],[-0.03582149 -0.027107   -0.04311306  0.34671065 -0.49824806],0
22.23,45.61,0.0,68.56,1.0951999999998587,[22.23   45.61    0.     68.56    1.0952],[-0.02836674  0.30400338 -0.04311306  0.34671065 -0.25548751],1
22.23,64.06,0.0,72.66,0.31999999999996365,[22.23 64.06  0.   72.66  0.32],[-0.02836674  1.56880391 -0.04311306  0.96429677 -0.44482096],1
22.24,39.45,0.0,55.49,1.1551999999999722,[22.24   39.45    0.     55.49    1.1552],[-0.020912   -0.11828232 -0.04311306 -1.6220334  -0.24083322],3
22.24,51.21,0.0,72.66,2.1012500000001397,[22.24    51.21     0.      72.66     2.10125],[-0.020912    0.68789948 -0.04311306  0.96429677 -0.00977168],1
22.24,64.05,0.0,72.66,0.3199999999995998,[22.24 64.05  0.   72.66  0.32],[-0.020912    1.56811838 -0.04311306  0.96429677 -0.44482096],1
22.25,64.05,0.0,72.66,1.5681699999995775,[22.25    64.05     0.      72.66     1.56817],[-0.01345726  1.56811838 -0.04311306  0.96429677 -0.13997018],1
22.26,39.46,0.0,55.49,1.1100499999997595,[22.26    39.46     0.      55.49     1.11005],[-0.00600252 -0.1175968  -0.04311306 -1.6220334  -0.25186058],3
22.26,64.07,0.0,72.66,0.31204999999997124,[22.26    64.07     0.      72.66     0.31205],[-0.00600252  1.56948944 -0.04311306  0.96429677 -0.44676265],1
22.26,64.1,0.0,72.66,0.3042000000003334,[22.26   64.1     0.     72.66    0.3042],[-0.00600252  1.57154603 -0.04311306  0.96429677 -0.44867992],1
22.28,38.59,0.0,55.49,0.07999999999996817,[22.28 38.59  0.   55.49  0.08],[ 0.00890696 -0.1772378  -0.04311306 -1.6220334  -0.50343812],3
22.28,39.46,0.0,55.49,1.051250000000066,[22.28    39.46     0.      55.49     1.05125],[ 0.00890696 -0.1175968  -0.04311306 -1.6220334  -0.26622178],3
22.3,39.47,0.0,55.49,1.0082000000000226,[22.3    39.47    0.     55.49    1.0082],[ 0.02381645 -0.11691127 -0.04311306 -1.6220334  -0.27673624],3
22.33,39.48,0.0,55.49,0.9247999999999412,[22.33   39.48    0.     55.49    0.9248],[ 0.04618067 -0.11622574 -0.04311306 -1.6220334  -0.2971057 ],3
22.35,39.48,0.0,55.49,0.8844499999999789,[22.35    39.48     0.      55.49     0.88445],[ 0.06109015 -0.11622574 -0.04311306 -1.6220334  -0.30696071],3
22.37,39.49,0.0,55.49,0.8449999999999409,[22.37  39.49   0.    55.49   0.845],[ 0.07599964 -0.11554021 -0.04311306 -1.6220334  -0.31659591],3
22.38,39.49,0.0,55.49,0.8064500000000491,[22.38    39.49     0.      55.49     0.80645],[ 0.08345438 -0.11554021 -0.04311306 -1.6220334  -0.32601129],3
22.4,50.05,0.0,72.66,1.0658000000000531,[22.4    50.05    0.     72.66    1.0658],[ 0.09836386  0.60837814 -0.04311306  0.96429677 -0.26266812],1
22.41,39.5,0.0,55.49,0.7441999999999639,[22.41   39.5     0.     55.49    0.7442],[ 0.1058186  -0.11485468 -0.04311306 -1.6220334  -0.34121512],3
22.43,39.51,0.0,55.49,0.7080500000000649,[22.43    39.51     0.      55.49     0.70805],[ 0.12072809 -0.11416915 -0.04311306 -1.6220334  -0.35004433],3
22.43,50.04,0.0,72.66,1.0368000000000785,[22.43   50.04    0.     72.66    1.0368],[ 0.12072809  0.60769261 -0.04311306  0.96429677 -0.26975102],1
22.45,39.52,0.0,55.49,0.672800000000029,[22.45   39.52    0.     55.49    0.6728],[ 0.13563757 -0.11348362 -0.04311306 -1.6220334  -0.35865372],3
22.48,39.54,0.0,55.49,0.6050000000000876,[22.48  39.54   0.    55.49   0.605],[ 0.1580018  -0.11211257 -0.04311306 -1.6220334  -0.37521307],3
22.5,39.56,0.0,55.49,0.5512500000001314,[22.5     39.56     0.      55.49     0.55125],[ 0.17291128 -0.11074151 -0.04311306 -1.6220334  -0.38834088],3
22.51,39.57,0.0,55.49,1.0609000000000903,[22.51   39.57    0.     55.49    1.0609],[ 0.18036602 -0.11005598 -0.04311306 -1.6220334  -0.26386488],3
22.52,39.58,0.0,55.49,0.5100499999999908,[22.52    39.58     0.      55.49     0.51005],[ 0.18782076 -0.10937045 -0.04311306 -1.6220334  -0.39840349],3
22.53,39.59,0.0,55.49,0.490050000000009,[22.53    39.59     0.      55.49     0.49005],[ 0.1952755  -0.10868492 -0.04311306 -1.6220334  -0.40328825],3
22.54,39.6,0.0,55.49,0.47044999999986103,[22.54    39.6      0.      55.49     0.47045],[ 0.20273024 -0.10799939 -0.04311306 -1.6220334  -0.40807532],3
22.55,39.62,0.0,55.49,0.4418000000000513,[22.55   39.62    0.     55.49    0.4418],[ 0.21018499 -0.10662834 -0.04311306 -1.6220334  -0.41507275],3
22.56,39.64,0.0,55.49,0.42319999999991004,[22.56   39.64    0.     55.49    0.4232],[ 0.21763973 -0.10525728 -0.04311306 -1.6220334  -0.41961558],3
22.57,39.66,0.0,55.49,0.3960499999999373,[22.57    39.66     0.      55.49     0.39605],[ 0.22509447 -0.10388622 -0.04311306 -1.6220334  -0.42624664],3
22.58,39.68,0.0,55.49,0.3697999999999628,[22.58   39.68    0.     55.49    0.3698],[ 0.23254921 -0.10251516 -0.04311306 -1.6220334  -0.43265789],3
22.58,39.7,0.0,55.49,0.3612499999999227,[22.58    39.7      0.      55.49     0.36125],[ 0.23254921 -0.10114411 -0.04311306 -1.6220334  -0.43474613],3
22.59,39.72,0.0,55.49,0.3444499999999396,[22.59    39.72     0.      55.49     0.34445],[ 0.24000395 -0.09977305 -0.04311306 -1.6220334  -0.43884933],3
22.6,39.75,0.0,55.49,18.78845000000032,[22.6     39.75     0.      55.49    18.78845],[ 0.24745869 -0.09771646 -0.04311306 -1.6220334   4.06587981],2
22.6,39.76,0.0,55.49,0.31204999999997124,[22.6     39.76     0.      55.49     0.31205],[ 0.24745869 -0.09703093 -0.04311306 -1.6220334  -0.44676265],3
22.61,39.81,0.0,55.49,0.2738000000000067,[22.61   39.81    0.     55.49    0.2738],[ 0.25491344 -0.09360329 -0.04311306 -1.6220334  -0.45610476],3
22.62,39.88,0.0,55.49,0.23804999999999843,[22.62    39.88     0.      55.49     0.23805],[ 0.26236818 -0.08880459 -0.04311306 -1.6220334  -0.46483628],3
22.62,39.9,0.0,55.49,0.2312000000000433,[22.62   39.9     0.     55.49    0.2312],[ 0.26236818 -0.08743353 -0.04311306 -1.6220334  -0.46650931],3
22.62,39.92,0.0,55.49,0.21780000000005403,[22.62   39.92    0.     55.49    0.2178],[ 0.26236818 -0.08606247 -0.04311306 -1.6220334  -0.4697821 ],3
22.63,39.94,0.0,55.49,0.20479999999995488,[22.63   39.94    0.     55.49    0.2048],[ 0.26982292 -0.08469142 -0.04311306 -1.6220334  -0.4729572 ],3
