temperature,humidity,ventilation rate,volume,CO2_variance
23.08,38.48,0.0,70.09,0.1681999999999578
23.08,79.23,0.0,72.66,0.008450000000014187
23.08,79.24,0.0,72.66,4.743199999999776
23.08,79.25,0.0,72.66,0.00844999999998463
23.08,79.26,0.0,72.66,6.444050000000522
23.09,31.59,0.0,58.72,0.2450000000001114
23.09,38.48,0.0,70.09,0.3422333333334096
23.09,79.19,0.0,72.66,0.018233333333332
23.09,79.2,0.0,72.66,0.26749821428572146
23.09,79.21,0.0,72.66,1.0148333333337016
23.09,79.22,0.0,72.66,1.6329333333338047
23.1,38.48,0.0,70.09,0.35403333333339915
23.11,38.48,0.0,70.09,0.36603333333321736
23.11,40.11,0.0,58.72,1.6561999999998842
23.11,62.68,0.0,72.66,0.5990666666669504
23.12,38.48,0.0,70.09,0.37823333333348474
23.12,62.7,0.0,72.66,0.08404999999994034
23.13,38.48,0.0,70.09,0.19845000000006877
23.14,38.48,0.0,70.09,0.40323333333335737
23.15,31.57,0.0,58.72,0.2737999999999226
23.15,38.48,0.0,70.09,0.41603333333327364
23.16,38.48,0.0,70.09,0.21124999999998523
23.17,38.49,0.0,70.09,0.4422333333331333
23.18,38.49,0.0,70.09,0.2312000000001206
23.19,38.49,0.0,70.09,0.4761000000000753
23.2,38.5,0.0,70.09,0.24499999999987268
23.2,79.31,0.0,72.66,0.061250000000047745
23.21,38.5,0.0,70.09,0.2520500000000258
23.21,79.27,0.0,72.66,1.328450000000178
23.22,31.56,0.0,58.72,0.30419999999989006
23.22,38.51,0.0,70.09,0.2592000000001015
23.22,79.23,0.0,72.66,0.024999999999982946
23.22,79.24,0.0,72.66,0.15746666666681527
23.22,79.25,0.0,72.66,0.3522333333334695
23.22,79.26,0.0,72.66,0.004999999999968168
23.23,38.51,0.0,70.09,0.2664500000000133
23.24,38.52,0.0,70.09,0.28125
23.24,38.53,0.0,70.09,0.28125
23.24,54.75,0.0,72.66,0.4140499999998676
23.25,38.54,0.0,70.09,0.2887999999999067
23.25,54.79,0.0,72.66,0.40499999999987724
23.26,38.56,0.0,70.09,0.3042000000000674
23.26,54.82,0.0,72.66,0.39605000000008905
23.27,38.6,0.0,70.09,0.32805000000023204
23.27,54.86,0.0,72.66,0.3960500000002914
23.27,79.05,0.0,72.66,0.4400250000003421
23.27,79.06,0.0,72.66,1.0224500000004162
23.27,79.07,0.0,72.66,0.00500000000003638
23.28,41.11,0.0,58.72,0.011249999999996589
23.28,54.91,0.0,72.66,0.387200000000096
23.28,79.03,0.0,72.66,0.03245666666669063
23.28,79.04,0.0,72.66,0.005000000000013643
23.29,54.96,0.0,72.66,0.387200000000096
23.3,55.0,0.0,72.66,0.387200000000096
23.37,41.13,0.0,58.72,0.012800000000031286
23.4,41.14,0.0,58.72,0.012799999999976717
23.45,41.13,0.0,58.72,0.01445000000001237
23.47,38.64,0.0,55.49,0.08405000000001026
23.49,38.64,0.0,55.49,0.07604999999997251
23.51,41.59,0.0,58.72,0.938450000000084
23.53,41.58,0.0,58.72,0.8978000000001188
23.55,41.1,0.0,58.72,0.016199999999990996
23.55,41.6,0.0,58.72,0.8580500000001519
23.56,49.16,0.0,72.66,9.768200000000322
23.56,60.91,0.0,72.66,0.00044999999999918147
23.57,60.88,0.0,72.66,0.18493333333348655
23.57,60.89,0.0,72.66,1.4964499999996381
23.6,67.51,0.0,72.66,1.5841999999995466
23.61,60.58,0.0,72.66,0.08820000000003056
23.62,60.58,0.0,72.66,0.6174000000001948
23.63,60.59,0.0,72.66,0.08404999999994034
23.63,60.6,0.0,72.66,0.08820000000003056
23.63,60.62,0.0,72.66,0.08820000000003056
23.64,39.68,0.0,72.8,1.125
23.71,61.1,0.0,72.66,0.05780000000004948
23.71,61.12,0.0,72.66,0.05780000000004948
23.71,61.13,0.0,72.66,0.05780000000004948
23.71,61.14,0.0,72.66,0.05780000000004948
23.71,61.15,0.0,72.66,0.05780000000004948
23.71,61.16,0.0,72.66,0.05780000000004948
23.71,61.17,0.0,72.66,0.05780000000004948
23.71,61.18,0.0,72.66,0.06124999999988859
23.71,61.19,0.0,72.66,0.05780000000004948
23.71,61.2,0.0,72.66,0.06125000000012733
23.73,50.83,0.0,58.72,0.15680000000016042
