#occupants;presence;date;millis;co2;temperature;humidity;volume;ventilation rate
1;True;2025-02-11 07:44:14.772000;1739259854772;1156.97;22.77;45.88;65;0.25
1;True;2025-02-11 07:44:19.826000;1739259859826;1156.6;22.76;45.9;65;0.25
1;True;2025-02-11 07:44:24.881000;1739259864881;1156.76;22.73;45.9;65;0.25
1;True;2025-02-11 07:44:29.937000;1739259869937;1156.77;22.71;45.88;65;0.25
1;True;2025-02-11 07:44:34.992000;1739259874992;1156.76;22.73;46.01;65;0.25
1;True;2025-02-11 07:44:40.046000;1739259880046;1157.54;22.7;45.89;65;0.25
1;True;2025-02-11 07:44:45.102000;1739259885102;1157.18;22.66;46.07;65;0.25
1;True;2025-02-11 07:44:50.156000;1739259890156;1157.38;22.7;46.06;65;0.25
1;True;2025-02-11 07:44:55.211000;1739259895211;1157.29;22.67;45.93;65;0.25
1;True;2025-02-11 07:45:00.266000;1739259900266;1156.1;22.7;46.03;65;0.25
1;True;2025-02-11 07:45:05.322000;1739259905322;1155.83;22.7;46.06;65;0.25
1;True;2025-02-11 07:45:10.376000;1739259910376;1155.84;22.73;46.08;65;0.25
1;True;2025-02-11 07:45:15.494000;1739259915494;1155.78;22.7;46.07;65;0.25
1;True;2025-02-11 07:45:20.548000;1739259920548;1156.41;22.7;46.17;65;0.25
1;True;2025-02-11 07:45:25.603000;1739259925603;1156.57;22.71;46.09;65;0.25
1;True;2025-02-11 07:45:30.658000;1739259930658;1156.07;22.71;45.89;65;0.25
1;True;2025-02-11 07:45:35.713000;1739259935713;1154.59;22.73;45.88;65;0.25
1;True;2025-02-11 07:45:40.767000;1739259940767;1153.86;22.73;46.1;65;0.25
1;True;2025-02-11 07:45:45.823000;1739259945823;1153.26;22.73;46.15;65;0.25
1;True;2025-02-11 07:45:50.877000;1739259950877;1152.23;22.76;46.12;65;0.25
1;True;2025-02-11 07:45:55.933000;1739259955933;1153.2;22.76;46.12;65;0.25
1;True;2025-02-11 07:46:00.988000;1739259960988;1153.67;22.76;46.07;65;0.25
1;True;2025-02-11 07:46:06.043000;1739259966043;1153.31;22.73;46.07;65;0.25
1;True;2025-02-11 07:46:11.097000;1739259971097;1153.15;22.74;46.14;65;0.25
1;True;2025-02-11 07:46:16.152000;1739259976152;1153.44;22.77;46.14;65;0.25
1;True;2025-02-11 07:46:21.206000;1739259981206;1153.68;22.76;46.15;65;0.25
1;True;2025-02-11 07:46:26.261000;1739259986261;1154.41;22.76;46.13;65;0.25
1;True;2025-02-11 07:46:31.315000;1739259991315;1155.12;22.78;46.06;65;0.25
1;True;2025-02-11 07:46:36.370000;1739259996370;1154.66;22.76;46.0;65;0.25
1;True;2025-02-11 07:46:41.424000;1739260001424;1155.14;22.74;46.08;65;0.25
1;True;2025-02-11 07:46:46.481000;1739260006481;1155.01;22.77;46.01;65;0.25
1;True;2025-02-11 07:46:51.535000;1739260011535;1153.84;22.77;45.93;65;0.25
1;True;2025-02-11 07:46:56.590000;1739260016590;1154.25;22.82;45.96;65;0.25
1;True;2025-02-11 07:47:01.646000;1739260021646;1154.24;22.82;46.02;65;0.25
1;True;2025-02-11 07:47:06.700000;1739260026700;1154.05;22.78;46.03;65;0.25
1;True;2025-02-11 07:47:11.755000;1739260031755;1153.59;22.83;45.98;65;0.25
1;True;2025-02-11 07:47:21.945000;1739260041945;1153.8;22.8;45.95;65;0.25
1;True;2025-02-11 07:47:27.000000;1739260047000;1154.08;22.8;46.0;65;0.25
1;True;2025-02-11 07:47:32.056000;1739260052056;1154.7;22.77;46.0;65;0.25
1;True;2025-02-11 07:47:37.110000;1739260057110;1154.78;22.76;45.97;65;0.25
1;True;2025-02-11 07:47:42.165000;1739260062165;1156.34;22.74;45.9;65;0.25
1;True;2025-02-11 07:47:47.220000;1739260067220;1155.23;22.74;45.78;65;0.25
1;True;2025-02-11 07:47:52.275000;1739260072275;1154.9;22.78;45.82;65;0.25
1;True;2025-02-11 07:48:02.463000;1739260082463;1153.55;22.8;45.93;65;0.25
1;True;2025-02-11 07:48:07.518000;1739260087518;1152.65;22.82;45.93;65;0.25
1;True;2025-02-11 07:48:12.572000;1739260092572;1152.1;22.83;45.94;65;0.25
1;True;2025-02-11 07:48:17.627000;1739260097627;1150.85;22.83;45.9;65;0.25
1;True;2025-02-11 07:48:22.683000;1739260102683;1150.3;22.82;45.9;65;0.25
1;True;2025-02-11 07:48:27.738000;1739260107738;1149.81;22.82;45.88;65;0.25
1;True;2025-02-11 07:48:32.793000;1739260112793;1149.03;22.82;45.93;65;0.25
1;True;2025-02-11 07:48:37.849000;1739260117849;1149.9;22.8;46.0;65;0.25
1;True;2025-02-11 07:48:42.903000;1739260122903;1150.19;22.8;46.17;65;0.25
1;True;2025-02-11 07:48:47.958000;1739260127958;1150.55;22.82;46.03;65;0.25
1;True;2025-02-11 07:48:53.013000;1739260133013;1150.05;22.8;45.97;65;0.25
1;True;2025-02-11 07:48:58.069000;1739260138069;1150.58;22.83;46.01;65;0.25
1;True;2025-02-11 07:49:03.123000;1739260143123;1149.8;22.83;45.98;65;0.25
1;True;2025-02-11 07:49:08.179000;1739260148179;1149.27;22.84;46.01;65;0.25
1;True;2025-02-11 07:49:13.234000;1739260153234;1149.69;22.86;46.01;65;0.25
1;True;2025-02-11 07:49:18.289000;1739260158289;1149.6;22.86;45.82;65;0.25
1;True;2025-02-11 07:49:23.343000;1739260163343;1149.33;22.82;45.76;65;0.25
1;True;2025-02-11 07:49:28.397000;1739260168397;1149.07;22.87;45.95;65;0.25
1;True;2025-02-11 07:49:33.451000;1739260173451;1149.02;22.83;45.86;65;0.25
1;True;2025-02-11 07:49:38.506000;1739260178506;1150.13;22.86;45.87;65;0.25
1;True;2025-02-11 07:49:43.561000;1739260183561;1149.88;22.86;45.9;65;0.25
1;True;2025-02-11 07:49:48.617000;1739260188617;1148.78;22.87;45.86;65;0.25
1;True;2025-02-11 07:49:53.672000;1739260193672;1149.0;22.9;45.82;65;0.25
1;True;2025-02-11 07:49:58.726000;1739260198726;1149.41;22.87;45.83;65;0.25
1;True;2025-02-11 07:50:03.782000;1739260203782;1149.04;22.89;46.06;65;0.25
1;True;2025-02-11 07:50:08.837000;1739260208837;1149.94;22.89;45.99;65;0.25
1;True;2025-02-11 07:50:13.892000;1739260213892;1150.8;22.83;46.13;65;0.25
1;True;2025-02-11 07:50:18.946000;1739260218946;1152.29;22.82;46.39;65;0.25
1;True;2025-02-11 07:50:24.002000;1739260224002;1152.95;22.82;46.65;65;0.25
2;True;2025-02-11 07:50:29.057000;1739260229057;1153.01;22.8;46.49;65;0.25
2;True;2025-02-11 07:50:34.114000;1739260234114;1153.43;22.8;46.41;65;0.25
2;True;2025-02-11 07:50:39.168000;1739260239168;1153.68;22.82;46.4;65;0.25
2;True;2025-02-11 07:50:44.223000;1739260244223;1154.71;22.82;46.36;65;0.25
2;True;2025-02-11 07:50:49.277000;1739260249277;1156.26;22.77;46.33;65;0.25
2;True;2025-02-11 07:50:54.332000;1739260254332;1157.06;22.77;46.33;65;0.25
2;True;2025-02-11 07:50:59.386000;1739260259386;1156.38;22.78;46.43;65;0.25
2;True;2025-02-11 07:51:04.440000;1739260264440;1156.41;22.8;46.24;65;0.25
2;True;2025-02-11 07:51:09.495000;1739260269495;1155.82;22.82;46.08;65;0.25
2;True;2025-02-11 07:51:14.549000;1739260274549;1155.14;22.8;46.19;65;0.25
2;True;2025-02-11 07:51:19.606000;1739260279606;1155.72;22.82;46.25;65;0.25
2;True;2025-02-11 07:51:24.661000;1739260284661;1155.78;22.83;46.26;65;0.25
2;True;2025-02-11 07:51:29.716000;1739260289716;1155.58;22.83;46.14;65;0.25
2;True;2025-02-11 07:51:34.770000;1739260294770;1154.83;22.86;46.25;65;0.25
2;True;2025-02-11 07:51:39.826000;1739260299826;1155.89;22.87;46.26;65;0.25
2;True;2025-02-11 07:51:44.881000;1739260304881;1156.23;22.83;46.27;65;0.25
2;True;2025-02-11 07:51:49.936000;1739260309936;1157.22;22.84;46.34;65;0.25
2;True;2025-02-11 07:51:54.990000;1739260314990;1158.92;22.83;46.41;65;0.25
2;True;2025-02-11 07:52:00.047000;1739260320047;1160.96;22.84;46.56;65;0.25
2;True;2025-02-11 07:52:10.238000;1739260330238;1162.83;22.87;45.71;65;0.25
2;True;2025-02-11 07:52:15.292000;1739260335292;1162.53;22.84;45.59;65;0.25
2;True;2025-02-11 07:52:20.347000;1739260340347;1162.06;22.84;46.28;65;0.25
2;True;2025-02-11 07:52:25.401000;1739260345401;1161.56;22.86;46.38;65;0.25
2;True;2025-02-11 07:52:30.455000;1739260350455;1161.39;22.84;46.38;65;0.25
2;True;2025-02-11 07:52:35.510000;1739260355510;1160.85;22.86;46.41;65;0.25
2;True;2025-02-11 07:52:40.564000;1739260360564;1160.46;22.87;46.41;65;0.25
2;True;2025-02-11 07:52:45.619000;1739260365619;1161.26;22.87;46.35;65;0.25
2;True;2025-02-11 07:52:50.675000;1739260370675;1161.86;22.89;46.38;65;0.25
2;True;2025-02-11 07:52:55.730000;1739260375730;1163.4;22.86;46.27;65;0.25
2;True;2025-02-11 07:53:00.785000;1739260380785;1163.97;22.84;46.41;65;0.25
2;True;2025-02-11 07:53:05.840000;1739260385840;1163.36;22.86;46.34;65;0.25
2;True;2025-02-11 07:53:10.895000;1739260390895;1164.19;22.89;46.42;65;0.25
2;True;2025-02-11 07:53:15.951000;1739260395951;1163.58;22.86;46.54;65;0.25
2;True;2025-02-11 07:53:21.005000;1739260401005;1165.05;22.89;46.46;65;0.25
2;True;2025-02-11 07:53:26.060000;1739260406060;1165.67;22.89;46.32;65;0.25
2;True;2025-02-11 07:53:31.115000;1739260411115;1166.27;22.89;46.46;65;0.25
2;True;2025-02-11 07:53:36.172000;1739260416172;1167.6;22.87;46.87;65;0.25
2;True;2025-02-11 07:53:41.226000;1739260421226;1168.8;22.89;47.23;65;0.25
2;True;2025-02-11 07:53:46.280000;1739260426280;1169.66;22.89;46.97;65;0.25
2;True;2025-02-11 07:53:51.335000;1739260431335;1170.92;22.89;47.17;65;0.25
2;True;2025-02-11 07:53:56.390000;1739260436390;1172.73;22.91;47.29;65;0.25
2;True;2025-02-11 07:54:01.444000;1739260441444;1173.76;22.89;47.21;65;0.25
2;True;2025-02-11 07:54:06.498000;1739260446498;1175.7;22.9;46.8;65;0.25
2;True;2025-02-11 07:54:11.553000;1739260451553;1177.42;22.89;47.13;65;0.25
2;True;2025-02-11 07:54:16.609000;1739260456609;1182.64;22.91;47.43;65;0.25
2;True;2025-02-11 07:54:21.665000;1739260461665;1187.58;22.9;47.34;65;0.25
2;True;2025-02-11 07:54:26.719000;1739260466719;1198.26;22.91;46.91;65;0.25
2;True;2025-02-11 07:54:31.774000;1739260471774;1214.73;22.9;46.86;65;0.25
2;True;2025-02-11 07:54:36.829000;1739260476829;1223.82;22.91;46.75;65;0.25
2;True;2025-02-11 07:54:41.884000;1739260481884;1225.9;22.89;46.66;65;0.25
2;True;2025-02-11 07:54:46.939000;1739260486939;1227.7;22.91;46.78;65;0.25
2;True;2025-02-11 07:54:51.995000;1739260491995;1227.47;22.9;46.86;65;0.25
2;True;2025-02-11 07:54:57.049000;1739260497049;1232.96;22.89;46.93;65;0.25
2;True;2025-02-11 07:55:02.106000;1739260502106;1235.85;22.9;47.06;65;0.25
2;True;2025-02-11 07:55:07.160000;1739260507160;1234.18;22.9;47.13;65;0.25
2;True;2025-02-11 07:55:12.215000;1739260512215;1234.23;22.89;47.02;65;0.25
2;True;2025-02-11 07:55:17.269000;1739260517269;1233.31;22.9;46.71;65;0.25
2;True;2025-02-11 07:55:22.323000;1739260522323;1229.44;22.89;46.65;65;0.25
2;True;2025-02-11 07:55:27.378000;1739260527378;1228.25;22.91;46.55;65;0.25
2;True;2025-02-11 07:55:32.433000;1739260532433;1228.54;22.93;46.54;65;0.25
2;True;2025-02-11 07:55:37.487000;1739260537487;1230.17;22.93;46.53;65;0.25
2;True;2025-02-11 07:55:42.540000;1739260542540;1228.7;22.96;46.48;65;0.25
2;True;2025-02-11 07:55:47.598000;1739260547598;1227.44;22.94;46.78;65;0.25
2;True;2025-02-11 07:55:52.652000;1739260552652;1228.46;22.97;46.84;65;0.25
2;True;2025-02-11 07:55:57.708000;1739260557708;1230.4;22.96;46.61;65;0.25
2;True;2025-02-11 07:56:02.762000;1739260562762;1229.38;22.94;46.38;65;0.25
2;True;2025-02-11 07:56:07.818000;1739260567818;1229.75;22.97;46.51;65;0.25
2;True;2025-02-11 07:56:12.872000;1739260572872;1230.36;22.98;47.1;65;0.25
2;True;2025-02-11 07:56:17.928000;1739260577928;1232.12;22.96;47.13;65;0.25
2;True;2025-02-11 07:56:22.982000;1739260582982;1233.17;22.97;47.11;65;0.25
2;True;2025-02-11 07:56:28.038000;1739260588038;1234.22;22.98;46.95;65;0.25
2;True;2025-02-11 07:56:38.229000;1739260598229;1239.42;22.94;46.82;65;0.25
2;True;2025-02-11 07:56:43.283000;1739260603283;1240.79;22.96;46.84;65;0.25
2;True;2025-02-11 07:56:48.338000;1739260608338;1239.76;22.97;46.85;65;0.25
2;True;2025-02-11 07:56:53.392000;1739260613392;1240.75;22.96;46.87;65;0.25
2;True;2025-02-11 07:56:58.446000;1739260618446;1241.64;22.97;47.1;65;0.25
2;True;2025-02-11 07:57:03.501000;1739260623501;1243.52;22.96;47.03;65;0.25
2;True;2025-02-11 07:57:08.555000;1739260628555;1244.59;22.96;46.69;65;0.25
2;True;2025-02-11 07:57:13.610000;1739260633610;1245.82;22.96;46.42;65;0.25
2;True;2025-02-11 07:57:18.666000;1739260638666;1244.95;22.97;46.62;65;0.25
2;True;2025-02-11 07:57:23.722000;1739260643722;1243.67;22.96;46.47;65;0.25
2;True;2025-02-11 07:57:28.776000;1739260648776;1244.09;22.96;46.67;65;0.25
2;True;2025-02-11 07:57:33.832000;1739260653832;1243.23;22.97;46.63;65;0.25
2;True;2025-02-11 07:57:38.886000;1739260658886;1242.65;22.98;46.81;65;0.25
2;True;2025-02-11 07:57:43.942000;1739260663942;1242.05;22.98;46.67;65;0.25
2;True;2025-02-11 07:57:48.996000;1739260668996;1242.01;23.0;46.66;65;0.25
2;True;2025-02-11 07:57:54.052000;1739260674052;1243.27;22.98;46.85;65;0.25
2;True;2025-02-11 07:57:59.106000;1739260679106;1245.61;22.97;47.0;65;0.25
2;True;2025-02-11 07:58:04.163000;1739260684163;1245.95;23.0;46.71;65;0.25
2;True;2025-02-11 07:58:09.217000;1739260689217;1247.29;23.0;46.58;65;0.25
2;True;2025-02-11 07:58:14.272000;1739260694272;1247.2;23.01;46.33;65;0.25
2;True;2025-02-11 07:58:19.326000;1739260699326;1247.08;23.0;46.36;65;0.25
2;True;2025-02-11 07:58:24.381000;1739260704381;1247.6;23.01;46.59;65;0.25
2;True;2025-02-11 07:58:29.435000;1739260709435;1247.97;23.0;46.72;65;0.25
2;True;2025-02-11 07:58:34.489000;1739260714489;1248.88;23.01;46.87;65;0.25
2;True;2025-02-11 07:58:39.544000;1739260719544;1249.87;23.03;46.56;65;0.25
2;True;2025-02-11 07:58:44.598000;1739260724598;1249.45;23.01;46.82;65;0.25
2;True;2025-02-11 07:58:49.655000;1739260729655;1250.52;23.01;47.02;65;0.25
2;True;2025-02-11 07:58:54.709000;1739260734709;1252.32;23.03;46.71;65;0.25
2;True;2025-02-11 07:58:59.765000;1739260739765;1251.85;23.04;46.64;65;0.25
2;True;2025-02-11 07:59:04.819000;1739260744819;1253.7;23.05;46.88;65;0.25
2;True;2025-02-11 07:59:09.875000;1739260749875;1255.91;23.03;47.14;65;0.25
2;True;2025-02-11 07:59:14.929000;1739260754929;1258.71;23.03;47.19;65;0.25
2;True;2025-02-11 07:59:19.985000;1739260759985;1260.69;23.04;47.1;65;0.25
2;True;2025-02-11 07:59:25.040000;1739260765040;1263.8;23.04;47.04;65;0.25
2;True;2025-02-11 07:59:30.096000;1739260770096;1269.24;23.03;47.04;65;0.25
2;True;2025-02-11 07:59:35.150000;1739260775150;1320.11;23.03;47.04;65;0.25
2;True;2025-02-11 07:59:40.205000;1739260780205;1348.77;23.04;47.08;65;0.25
2;True;2025-02-11 07:59:45.259000;1739260785259;1358.29;23.05;47.11;65;0.25
2;True;2025-02-11 07:59:50.314000;1739260790314;1369.3;23.04;47.14;65;0.25
2;True;2025-02-11 07:59:55.368000;1739260795368;1376.35;23.07;47.13;65;0.25
2;True;2025-02-11 08:00:00.423000;1739260800423;1382.38;23.05;47.1;65;0.25
2;True;2025-02-11 08:00:05.477000;1739260805477;1381.71;23.08;46.76;65;0.25
2;True;2025-02-11 08:00:10.532000;1739260810532;1377.19;23.05;46.5;65;0.25
2;True;2025-02-11 08:00:15.655000;1739260815655;1374.3;23.08;46.58;65;0.25
2;True;2025-02-11 08:00:20.712000;1739260820712;1370.07;23.08;46.79;65;0.25
2;True;2025-02-11 08:00:25.770000;1739260825770;1367.91;23.04;46.69;65;0.25
2;True;2025-02-11 08:00:30.827000;1739260830827;1370.44;23.04;47.05;65;0.25
2;True;2025-02-11 08:00:35.885000;1739260835885;1371.2;23.01;46.87;65;0.25
2;True;2025-02-11 08:00:40.941000;1739260840941;1370.15;23.04;46.8;65;0.25
2;True;2025-02-11 08:00:45.999000;1739260845999;1367.89;23.05;46.9;65;0.25
2;True;2025-02-11 08:00:51.056000;1739260851056;1366.11;23.04;47.0;65;0.25
2;True;2025-02-11 08:00:56.114000;1739260856114;1366.72;23.03;47.1;65;0.25
2;True;2025-02-11 08:01:01.173000;1739260861173;1366.52;23.04;47.07;65;0.25
2;True;2025-02-11 08:01:06.232000;1739260866232;1366.27;23.01;47.11;65;0.25
2;True;2025-02-11 08:01:11.289000;1739260871289;1366.88;23.0;46.95;65;0.25
2;True;2025-02-11 08:01:16.348000;1739260876348;1366.8;23.01;46.65;65;0.25
2;True;2025-02-11 08:01:21.406000;1739260881406;1366.74;23.04;46.79;65;0.25
2;True;2025-02-11 08:01:26.464000;1739260886464;1365.35;23.04;46.71;65;0.25
2;True;2025-02-11 08:01:31.522000;1739260891522;1364.76;23.05;46.82;65;0.25
2;True;2025-02-11 08:01:36.580000;1739260896580;1365.59;23.04;47.01;65;0.25
2;True;2025-02-11 08:01:41.638000;1739260901638;1365.99;23.04;47.05;65;0.25
2;True;2025-02-11 08:01:46.697000;1739260906697;1365.66;23.03;46.83;65;0.25
2;True;2025-02-11 08:01:51.755000;1739260911755;1365.01;23.03;46.74;65;0.25
2;True;2025-02-11 08:01:56.812000;1739260916812;1364.06;23.05;46.7;65;0.25
2;True;2025-02-11 08:02:01.870000;1739260921870;1364.6;23.03;47.0;65;0.25
2;True;2025-02-11 08:02:06.928000;1739260926928;1366.25;23.01;47.4;65;0.25
2;True;2025-02-11 08:02:11.985000;1739260931985;1367.26;23.0;47.37;65;0.25
2;True;2025-02-11 08:02:17.043000;1739260937043;1369.05;22.96;47.33;65;0.25
2;True;2025-02-11 08:02:22.100000;1739260942100;1370.97;22.96;47.43;65;0.25
2;True;2025-02-11 08:02:27.160000;1739260947160;1370.46;22.93;47.35;65;0.25
2;True;2025-02-11 08:02:32.217000;1739260952217;1369.8;22.94;47.23;65;0.25
2;True;2025-02-11 08:02:37.276000;1739260957276;1370.55;22.97;47.23;65;0.25
2;True;2025-02-11 08:02:42.334000;1739260962334;1369.1;22.98;47.32;65;0.25
2;True;2025-02-11 08:02:47.392000;1739260967392;1369.36;23.0;47.34;65;0.25
2;True;2025-02-11 08:02:52.450000;1739260972450;1369.0;22.98;47.22;65;0.25
2;True;2025-02-11 08:02:57.509000;1739260977509;1368.88;22.97;47.21;65;0.25
2;True;2025-02-11 08:03:02.567000;1739260982567;1368.06;22.98;47.14;65;0.25
2;True;2025-02-11 08:03:07.625000;1739260987625;1366.94;23.04;47.21;65;0.25
2;True;2025-02-11 08:03:12.685000;1739260992685;1366.03;23.01;47.14;65;0.25
2;True;2025-02-11 08:03:17.741000;1739260997741;1364.66;23.03;47.11;65;0.25
2;True;2025-02-11 08:03:22.799000;1739261002799;1363.76;23.05;47.15;65;0.25
2;True;2025-02-11 08:03:27.856000;1739261007856;1363.73;23.05;47.15;65;0.25
2;True;2025-02-11 08:03:32.915000;1739261012915;1363.52;23.05;46.99;65;0.25
2;True;2025-02-11 08:03:37.972000;1739261017972;1362.62;23.08;46.95;65;0.25
2;True;2025-02-11 08:03:43.030000;1739261023030;1361.99;23.04;46.75;65;0.25
2;True;2025-02-11 08:03:48.086000;1739261028086;1361.45;23.05;46.74;65;0.25
2;True;2025-02-11 08:03:58.281000;1739261038281;1359.85;23.08;46.77;65;0.25
2;True;2025-02-11 08:04:03.341000;1739261043341;1359.24;23.1;46.86;65;0.25
2;True;2025-02-11 08:04:08.398000;1739261048398;1358.73;23.13;46.8;65;0.25
2;True;2025-02-11 08:04:13.457000;1739261053457;1357.57;23.08;46.94;65;0.25
2;True;2025-02-11 08:04:18.515000;1739261058515;1357.79;23.08;46.9;65;0.25
2;True;2025-02-11 08:04:23.573000;1739261063573;1357.94;23.11;46.63;65;0.25
2;True;2025-02-11 08:04:28.632000;1739261068632;1358.61;23.11;46.5;65;0.25
2;True;2025-02-11 08:04:33.689000;1739261073689;1357.8;23.08;46.47;65;0.25
2;True;2025-02-11 08:04:38.748000;1739261078748;1356.67;23.1;46.7;65;0.25
2;True;2025-02-11 08:04:43.807000;1739261083807;1356.05;23.08;46.71;65;0.25
2;True;2025-02-11 08:04:48.865000;1739261088865;1355.07;23.08;46.72;65;0.25
2;True;2025-02-11 08:04:53.922000;1739261093922;1356.18;23.11;46.64;65;0.25
2;True;2025-02-11 08:04:58.980000;1739261098980;1356.13;23.11;46.86;65;0.25
2;True;2025-02-11 08:05:04.038000;1739261104038;1356.07;23.13;46.81;65;0.25
2;True;2025-02-11 08:05:09.096000;1739261109096;1356.0;23.13;46.86;65;0.25
2;True;2025-02-11 08:05:14.153000;1739261114153;1356.48;23.13;46.91;65;0.25
2;True;2025-02-11 08:05:19.210000;1739261119210;1356.21;23.14;47.01;65;0.25
2;True;2025-02-11 08:05:24.268000;1739261124268;1356.02;23.13;47.02;65;0.25
2;True;2025-02-11 08:05:29.328000;1739261129328;1356.19;23.11;46.94;65;0.25
2;True;2025-02-11 08:05:34.386000;1739261134386;1356.25;23.11;46.71;65;0.25
2;True;2025-02-11 08:05:39.443000;1739261139443;1355.51;23.14;46.43;65;0.25
2;True;2025-02-11 08:05:44.502000;1739261144502;1354.84;23.11;46.41;65;0.25
2;True;2025-02-11 08:05:49.560000;1739261149560;1353.78;23.14;46.49;65;0.25
2;True;2025-02-11 08:05:59.755000;1739261159755;1351.78;23.13;46.77;65;0.25
2;True;2025-02-11 08:06:04.813000;1739261164813;1351.09;23.14;46.85;65;0.25
2;True;2025-02-11 08:06:09.872000;1739261169872;1351.82;23.17;46.84;65;0.25
2;True;2025-02-11 08:06:14.930000;1739261174930;1352.47;23.13;46.8;65;0.25
2;True;2025-02-11 08:06:19.989000;1739261179989;1352.18;23.1;46.71;65;0.25
2;True;2025-02-11 08:06:25.046000;1739261185046;1352.47;23.15;46.53;65;0.25
2;True;2025-02-11 08:06:30.104000;1739261190104;1352.03;23.13;46.41;65;0.25
2;True;2025-02-11 08:06:35.161000;1739261195161;1351.23;23.14;46.74;65;0.25
2;True;2025-02-11 08:06:40.220000;1739261200220;1350.53;23.13;46.77;65;0.25
2;True;2025-02-11 08:06:45.276000;1739261205276;1352.04;23.13;46.82;65;0.25
2;True;2025-02-11 08:06:50.334000;1739261210334;1352.57;23.1;46.86;65;0.25
2;True;2025-02-11 08:06:55.391000;1739261215391;1353.35;23.08;46.97;65;0.25
2;True;2025-02-11 08:07:00.451000;1739261220451;1352.62;23.11;47.06;65;0.25
2;True;2025-02-11 08:07:05.510000;1739261225510;1352.52;23.11;47.02;65;0.25
2;True;2025-02-11 08:07:10.567000;1739261230567;1351.84;23.11;46.96;65;0.25
2;True;2025-02-11 08:07:15.625000;1739261235625;1350.91;23.14;46.94;65;0.25
2;True;2025-02-11 08:07:20.683000;1739261240683;1349.76;23.13;47.01;65;0.25
2;True;2025-02-11 08:07:25.742000;1739261245742;1349.9;23.13;47.01;65;0.25
2;True;2025-02-11 08:07:30.799000;1739261250799;1349.81;23.17;47.03;65;0.25
2;True;2025-02-11 08:07:35.858000;1739261255858;1350.08;23.13;46.93;65;0.25
2;True;2025-02-11 08:07:40.916000;1739261260916;1350.81;23.14;46.91;65;0.25
2;True;2025-02-11 08:07:56.244000;1739261276244;1353.91;23.14;47.16;65;0.25
2;True;2025-02-11 08:08:01.301000;1739261281301;1356.12;23.11;47.22;65;0.25
2;True;2025-02-11 08:08:06.359000;1739261286359;1358.01;23.13;47.1;65;0.25
2;True;2025-02-11 08:08:11.417000;1739261291417;1361.65;23.13;46.98;65;0.25
2;True;2025-02-11 08:08:16.475000;1739261296475;1365.13;23.07;47.09;65;0.25
2;True;2025-02-11 08:08:21.531000;1739261301531;1377.41;23.07;47.11;65;0.25
2;True;2025-02-11 08:08:26.590000;1739261306590;1398.39;23.05;47.05;65;0.25
2;True;2025-02-11 08:08:31.647000;1739261311647;1400.84;23.05;47.27;65;0.25
2;True;2025-02-11 08:08:36.705000;1739261316705;1405.91;23.03;47.3;65;0.25
2;True;2025-02-11 08:08:41.764000;1739261321764;1409.54;23.04;47.27;65;0.25
2;True;2025-02-11 08:08:46.822000;1739261326822;1411.09;23.04;47.11;65;0.25
2;True;2025-02-11 08:08:51.881000;1739261331881;1412.8;23.05;47.09;65;0.25
2;True;2025-02-11 08:08:56.939000;1739261336939;1415.94;23.1;47.08;65;0.25
2;True;2025-02-11 08:09:01.998000;1739261341998;1414.79;23.08;47.08;65;0.25
2;True;2025-02-11 08:09:07.055000;1739261347055;1415.43;23.08;47.04;65;0.25
2;True;2025-02-11 08:09:12.114000;1739261352114;1416.9;23.07;47.15;65;0.25
2;True;2025-02-11 08:09:17.172000;1739261357172;1419.31;23.01;47.25;65;0.25
2;True;2025-02-11 08:09:22.232000;1739261362232;1421.44;23.01;47.51;65;0.25
2;True;2025-02-11 08:09:32.426000;1739261372426;1425.66;22.93;47.26;65;0.25
2;True;2025-02-11 08:09:37.483000;1739261377483;1425.71;22.94;47.26;65;0.25
2;True;2025-02-11 08:09:42.541000;1739261382541;1425.19;22.96;47.34;65;0.25
2;True;2025-02-11 08:09:47.598000;1739261387598;1423.36;22.97;47.42;65;0.25
2;True;2025-02-11 08:09:52.656000;1739261392656;1420.24;22.94;47.47;65;0.25
2;True;2025-02-11 08:09:57.714000;1739261397714;1421.34;22.98;47.39;65;0.25
2;True;2025-02-11 08:10:02.771000;1739261402771;1421.09;22.96;47.38;65;0.25
2;True;2025-02-11 08:10:07.829000;1739261407829;1422.28;22.97;47.44;65;0.25
2;True;2025-02-11 08:10:12.888000;1739261412888;1423.35;22.94;47.42;65;0.25
2;True;2025-02-11 08:10:17.946000;1739261417946;1427.11;22.9;47.5;65;0.25
2;True;2025-02-11 08:10:23.004000;1739261423004;1427.48;22.87;47.6;65;0.25
2;True;2025-02-11 08:10:28.063000;1739261428063;1426.71;22.89;47.67;65;0.25
2;True;2025-02-11 08:10:33.120000;1739261433120;1427.44;22.89;47.7;65;0.25
2;True;2025-02-11 08:10:38.179000;1739261438179;1427.92;22.91;47.37;65;0.25
2;True;2025-02-11 08:10:43.238000;1739261443238;1428.7;22.87;47.35;65;0.25
2;True;2025-02-11 08:10:48.295000;1739261448295;1429.62;22.9;47.49;65;0.25
2;True;2025-02-11 08:10:53.354000;1739261453354;1428.18;22.9;47.57;65;0.25
2;True;2025-02-11 08:10:58.413000;1739261458413;1428.4;22.89;47.6;65;0.25
2;True;2025-02-11 08:11:03.470000;1739261463470;1428.35;22.9;47.63;65;0.25
